Src	Eqid	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
nc	71448190	2	"Sunday, August 29, 2010 18:24:57 UTC"	38.4168	-122.4312	1.2	9.8	21	Northern California
ci	10788805	4	"Sunday, August 29, 2010 18:20:00 UTC"	32.191	-115.3473	2.6	6.1	14	"Baja California, Mexico"
ak	10074897	1	"Sunday, August 29, 2010 18:08:06 UTC"	64.7207	-149.595	2.9	15.8	22	Central Alaska
ak	10074895	1	"Sunday, August 29, 2010 17:49:59 UTC"	63.2247	-152.1319	2.4	10.5	16	Central Alaska
ak	10074890	2	"Sunday, August 29, 2010 17:07:12 UTC"	57.4808	-152.8105	3.4	31.9	70	"Kodiak Island region, Alaska"
nn	316081	7	"Sunday, August 29, 2010 17:03:30 UTC"	37.1976	-114.9679	1.5	0	5	Nevada
ci	10788797	4	"Sunday, August 29, 2010 16:59:47 UTC"	33.3645	-116.3593	1.1	9.5	31	Southern California
ci	10788789	4	"Sunday, August 29, 2010 16:59:25 UTC"	33.5915	-117.2232	1.3	13.7	38	Southern California
ci	10788781	2	"Sunday, August 29, 2010 16:46:00 UTC"	32.1165	-115.2202	2	10	8	"Baja California, Mexico"
ci	10788773	4	"Sunday, August 29, 2010 16:43:41 UTC"	33.6173	-116.812	1	13	34	Southern California
ci	10788765	5	"Sunday, August 29, 2010 15:53:43 UTC"	32.1803	-115.293	4.3	10	15	"Baja California, Mexico"
ci	10788757	4	"Sunday, August 29, 2010 15:48:24 UTC"	34.1985	-117.5693	1.3	5.2	30	"Greater Los Angeles area, California"
ak	10074884	1	"Sunday, August 29, 2010 15:35:15 UTC"	61.3536	-150.0645	1.3	41	9	Southern Alaska
nc	71448095	2	"Sunday, August 29, 2010 15:27:29 UTC"	39.3917	-122.8983	1.6	9.7	14	Northern California
ci	10788749	4	"Sunday, August 29, 2010 15:21:53 UTC"	32.5283	-115.708	1.8	3.2	9	"Baja California, Mexico"
ci	10788741	2	"Sunday, August 29, 2010 15:07:35 UTC"	35.9742	-117.324	1.1	5.5	20	Central California
ak	10074878	1	"Sunday, August 29, 2010 14:40:26 UTC"	60.2145	-141.5789	1.7	2.7	14	Southern Alaska
pr	10241003	0	"Sunday, August 29, 2010 14:15:27 UTC"	17.8589	-66.694	1.5	23.1	5	Puerto Rico region
ak	10074875	1	"Sunday, August 29, 2010 14:12:08 UTC"	63.077	-151.5517	1.6	5	9	Central Alaska
nn	316035	7	"Sunday, August 29, 2010 14:01:26 UTC"	38.9761	-118.7618	1.7	10.8	7	Nevada
ak	10074866	1	"Sunday, August 29, 2010 13:44:34 UTC"	62.0125	-145.5897	2.2	10.9	24	Central Alaska
nc	71448070	0	"Sunday, August 29, 2010 13:32:57 UTC"	36.7578	-121.3533	1.4	6.1	16	Central California
hv	60175381	1	"Sunday, August 29, 2010 13:26:12 UTC"	18.8148	-155.1905	2.1	13	30	"Hawaii region, Hawaii"
ak	10074865	1	"Sunday, August 29, 2010 13:25:19 UTC"	62.1091	-149.5839	1.4	34.4	8	Central Alaska
ci	10788725	4	"Sunday, August 29, 2010 13:24:23 UTC"	32.6197	-115.7742	1.6	8.1	19	"Baja California, Mexico"
nc	71448055	0	"Sunday, August 29, 2010 13:24:09 UTC"	38.7477	-122.7137	1.2	2.2	10	Northern California
hv	60175371	1	"Sunday, August 29, 2010 12:58:56 UTC"	19.9177	-156.6943	2.3	7	21	"Hawaii region, Hawaii"
ci	10788717	4	"Sunday, August 29, 2010 12:58:23 UTC"	33.3653	-116.3573	1	11.1	29	Southern California
uw	8291249	1	"Sunday, August 29, 2010 12:49:38 UTC"	46.1993	-122.1863	1.5	0	7	"Mount St. Helens area, Washington"
nc	71448035	1	"Sunday, August 29, 2010 12:33:13 UTC"	36.0917	-120.6683	1.7	6.5	22	Central California
nc	71448025	0	"Sunday, August 29, 2010 11:58:51 UTC"	38.8078	-122.8078	1.5	1.6	19	Northern California
ci	10788701	4	"Sunday, August 29, 2010 11:39:42 UTC"	36.0122	-117.8508	1.3	3.6	21	Central California
ci	10788693	4	"Sunday, August 29, 2010 11:11:34 UTC"	32.3838	-115.5375	1.9	13.4	12	"Baja California, Mexico"
nc	71448010	2	"Sunday, August 29, 2010 11:02:45 UTC"	39.312	-122.7913	1.7	13.3	16	Northern California
ci	10788685	3	"Sunday, August 29, 2010 10:55:08 UTC"	35.9343	-117.2297	1	8.4	21	Central California
nm	hnw0829a	A	"Sunday, August 29, 2010 10:40:26 UTC"	36.2159	-89.4578	1.3	7.3	12	Tennessee
ak	10074854	1	"Sunday, August 29, 2010 10:30:27 UTC"	59.7155	-153.4181	2.6	114.1	54	Southern Alaska
ak	10074853	2	"Sunday, August 29, 2010 10:29:21 UTC"	51.6456	-175.7457	2.2	49.9	12	"Andreanof Islands, Aleutian Islands, Alaska"
ci	10788669	6	"Sunday, August 29, 2010 10:17:56 UTC"	32.7223	-115.9772	1.4	3.4	27	Southern California
pr	10241002	0	"Sunday, August 29, 2010 10:03:51 UTC"	18.5079	-68.804	3.3	128.3	15	Dominican Republic
us	2010anaz	7	"Sunday, August 29, 2010 10:02:44 UTC"	-0.3898	132.9141	4.9	52.2	20	"near the north coast of Papua, Indonesia"
uw	8290937	1	"Sunday, August 29, 2010 09:37:11 UTC"	48.1976	-122.2074	1.4	12.5	10	"Puget Sound region, Washington"
ci	10788661	6	"Sunday, August 29, 2010 09:14:01 UTC"	34.3793	-118.5607	1.6	8.1	31	"Greater Los Angeles area, California"
ne	1192	a	"Sunday, August 29, 2010 08:59:59 UTC"	43.6868	-70.6246	2.3	6.7	14	Maine
us	2010anay	7	"Sunday, August 29, 2010 08:51:01 UTC"	-37.638	-73.3931	4.7	35	27	"Bio-Bio, Chile"
ak	10074845	1	"Sunday, August 29, 2010 08:47:57 UTC"	61.1824	-146.7068	1.2	43.4	8	Southern Alaska
ak	10074844	1	"Sunday, August 29, 2010 08:31:47 UTC"	61.1637	-146.9961	1.7	0	7	Southern Alaska
nc	71447995	3	"Sunday, August 29, 2010 08:26:19 UTC"	38.8177	-122.8048	2.1	2.6	49	Northern California
ci	10788645	2	"Sunday, August 29, 2010 08:18:03 UTC"	32.3863	-115.2275	1.6	10	10	"Baja California, Mexico"
ak	10074841	1	"Sunday, August 29, 2010 08:12:47 UTC"	64.3633	-148.1558	2.4	15.3	19	Central Alaska
ci	10788629	4	"Sunday, August 29, 2010 07:42:14 UTC"	32.6362	-115.732	1	6.9	9	"Baja California, Mexico"
pr	10241001	0	"Sunday, August 29, 2010 07:38:13 UTC"	18.7989	-65.355	2.7	20	4	Puerto Rico region
nc	71447985	0	"Sunday, August 29, 2010 07:36:53 UTC"	38.8363	-122.7753	1	2.3	12	Northern California
ak	10074839	1	"Sunday, August 29, 2010 07:33:31 UTC"	63.1101	-144.3654	1.6	0	9	Central Alaska
ci	10788621	2	"Sunday, August 29, 2010 07:27:04 UTC"	32.171	-115.2558	2.4	10	9	"Baja California, Mexico"
ci	10788613	4	"Sunday, August 29, 2010 07:23:25 UTC"	32.2322	-115.3692	2.8	6.3	13	"Baja California, Mexico"
ak	10074835	1	"Sunday, August 29, 2010 07:03:01 UTC"	60.3063	-141.089	1.8	23.4	15	Southern Alaska
ak	10074833	1	"Sunday, August 29, 2010 06:59:02 UTC"	61.5056	-142.6506	1.2	5	8	Southern Alaska
nn	316034	7	"Sunday, August 29, 2010 06:47:06 UTC"	38.9762	-118.7693	2.8	11.4	10	Nevada
ci	10788597	4	"Sunday, August 29, 2010 06:46:38 UTC"	33.469	-116.4437	1.2	13.4	60	Southern California
ci	10788605	2	"Sunday, August 29, 2010 06:43:55 UTC"	32.1137	-115.1702	2.2	10	8	"Baja California, Mexico"
us	2010anat	7	"Sunday, August 29, 2010 06:43:28 UTC"	-41.7915	-105.1134	5.2	10	141	southern East Pacific Rise
ci	35981759	2	"Sunday, August 29, 2010 06:41:26 UTC"	33.4895	-116.4373	1.2	13.3	27	Southern California
ci	10788573	4	"Sunday, August 29, 2010 06:41:14 UTC"	33.4827	-116.4437	1.2	14.4	45	Southern California
us	2010anaq	7	"Sunday, August 29, 2010 06:37:48 UTC"	-55.8198	-26.9619	5.4	35	58	South Sandwich Islands region
pr	10241000	0	"Sunday, August 29, 2010 06:17:01 UTC"	18.527	-66.5569	2.4	85.3	7	Puerto Rico region
ci	10788541	6	"Sunday, August 29, 2010 06:09:04 UTC"	35.1098	-118.9962	1.6	14.1	23	Central California
ak	10074824	1	"Sunday, August 29, 2010 05:25:35 UTC"	62.866	-150.0141	1.4	74.8	8	Central Alaska
ci	10788533	4	"Sunday, August 29, 2010 05:18:04 UTC"	36.4522	-118.2563	1.6	10.3	23	Central California
nc	71447960	0	"Sunday, August 29, 2010 04:39:30 UTC"	38.7625	-122.7233	1.2	3.4	14	Northern California
us	2010anam	7	"Sunday, August 29, 2010 04:39:29 UTC"	14.1695	-91.5938	4.6	77.2	94	Guatemala
ci	10788517	4	"Sunday, August 29, 2010 04:37:10 UTC"	32.0173	-115.1437	2.8	10	9	"Baja California, Mexico"
nc	71447950	3	"Sunday, August 29, 2010 04:37:00 UTC"	37.6963	-121.9923	2	10.2	76	"San Francisco Bay area, California"
uw	8290435	1	"Sunday, August 29, 2010 04:35:42 UTC"	47.7188	-122.2435	1.2	18.8	11	"Seattle-Tacoma urban area, Washington"
ci	10788509	2	"Sunday, August 29, 2010 03:38:49 UTC"	32.7302	-115.828	1.3	5.9	10	Southern California
nc	71447925	2	"Sunday, August 29, 2010 02:57:23 UTC"	37.6328	-119.4273	1.7	15.3	15	Central California
ci	10788493	2	"Sunday, August 29, 2010 02:37:34 UTC"	35.974	-117.3333	1.3	8.6	16	Central California
us	2010anaj	Q	"Sunday, August 29, 2010 02:07:58 UTC"	50.2914	149.3694	4.1	523.9	25	Sea of Okhotsk
ci	10788485	2	"Sunday, August 29, 2010 02:02:24 UTC"	32.0545	-115.0478	2.2	10	5	"Baja California, Mexico"
us	2010anag	Q	"Sunday, August 29, 2010 01:56:43 UTC"	55.0203	-160.4717	4.6	57.9	108	Alaska Peninsula
nc	71447910	0	"Sunday, August 29, 2010 01:44:46 UTC"	38.8238	-122.7957	1.1	3	13	Northern California
us	2010anah	7	"Sunday, August 29, 2010 01:30:35 UTC"	-0.1052	125.0715	4.6	72.4	38	Molucca Sea
nc	71447890	2	"Sunday, August 29, 2010 01:09:56 UTC"	40.297	-124.45	2.4	20.5	18	offshore Northern California
ci	10788477	2	"Sunday, August 29, 2010 01:00:31 UTC"	35.7902	-118.0445	1.1	6.8	11	Central California
ci	10788469	4	"Sunday, August 29, 2010 00:54:51 UTC"	32.1713	-115.2583	2.8	10	10	"Baja California, Mexico"
us	2010anaf	6	"Sunday, August 29, 2010 00:53:31 UTC"	27.2108	103.015	5	32.8	80	"Sichuan-Yunnan-Guizhou region, China"
nc	71447880	0	"Sunday, August 29, 2010 00:38:40 UTC"	38.8062	-122.7713	1.1	0.3	10	Northern California
ci	10788453	6	"Sunday, August 29, 2010 00:13:00 UTC"	33.6797	-117.8988	2.1	4.6	43	"Greater Los Angeles area, California"
pr	10240000	0	"Sunday, August 29, 2010 00:02:12 UTC"	19.3169	-65.2539	3.8	100	10	Puerto Rico region
nc	71447860	2	"Sunday, August 29, 2010 00:01:37 UTC"	37.3658	-118.3737	1.8	11	20	Central California
nc	71447855	4	"Saturday, August 28, 2010 23:59:03 UTC"	36.5562	-121.1508	3	7.3	73	Central California
ak	10074793	2	"Saturday, August 28, 2010 23:54:51 UTC"	52.6985	-169.1879	2.2	5.1	13	"Fox Islands, Aleutian Islands, Alaska"
ak	10074792	2	"Saturday, August 28, 2010 23:47:53 UTC"	52.6523	-169.2377	2.3	1	13	"Fox Islands, Aleutian Islands, Alaska"
ak	10075642	2	"Saturday, August 28, 2010 23:45:34 UTC"	52.5585	-169.0635	1.8	13.6	12	"Fox Islands, Aleutian Islands, Alaska"
ci	10788429	2	"Saturday, August 28, 2010 23:43:00 UTC"	36.4273	-117.8975	1.6	10	20	Central California
ak	10074791	2	"Saturday, August 28, 2010 23:39:22 UTC"	59.2384	-150.5273	2	10.3	16	"Kenai Peninsula, Alaska"
ci	10788421	5	"Saturday, August 28, 2010 23:30:25 UTC"	32.8077	-115.4827	2	13.2	13	Southern California
ak	10074780	3	"Saturday, August 28, 2010 23:14:09 UTC"	60.4164	-153.1103	3.5	148	85	Southern Alaska
nc	71447850	0	"Saturday, August 28, 2010 23:12:31 UTC"	36.5582	-121.1352	1.3	8.3	9	Central California
ak	10074778	2	"Saturday, August 28, 2010 23:08:09 UTC"	63.8219	-148.7088	1.6	116.6	28	Central Alaska
ak	10075638	2	"Saturday, August 28, 2010 23:03:28 UTC"	54.1456	-164.1408	2.1	24.7	13	"Unimak Island region, Alaska"
ak	10075637	2	"Saturday, August 28, 2010 22:58:10 UTC"	61.7341	-149.7434	1	3	11	Southern Alaska
ci	10788413	4	"Saturday, August 28, 2010 22:35:45 UTC"	32.2617	-115.3795	2.3	10	10	"Baja California, Mexico"
ak	10074776	2	"Saturday, August 28, 2010 22:34:31 UTC"	61.3197	-152.4875	1	3.3	10	Southern Alaska
ak	10075635	2	"Saturday, August 28, 2010 22:27:33 UTC"	60.9509	-150.9912	1.1	57.6	9	"Kenai Peninsula, Alaska"
nc	71447840	0	"Saturday, August 28, 2010 22:22:36 UTC"	38.8195	-122.8195	1.1	2.8	13	Northern California
nc	71447835	0	"Saturday, August 28, 2010 22:15:13 UTC"	36.4897	-121.5107	1.3	8.8	6	Central California
ci	10788405	6	"Saturday, August 28, 2010 22:10:17 UTC"	33.2913	-115.713	2	5.9	43	Southern California
ak	10074774	2	"Saturday, August 28, 2010 22:02:50 UTC"	60.7125	-151.8414	1.5	88.2	15	"Kenai Peninsula, Alaska"
ak	10074772	2	"Saturday, August 28, 2010 21:54:42 UTC"	53.868	-165.2089	2.5	61.8	24	"Fox Islands, Aleutian Islands, Alaska"
ak	10074771	2	"Saturday, August 28, 2010 21:48:31 UTC"	63.0532	-149.0572	1.3	76.1	14	Central Alaska
ci	10788389	4	"Saturday, August 28, 2010 21:39:05 UTC"	33.3273	-115.6865	1.3	12.3	11	Southern California
ak	10074765	3	"Saturday, August 28, 2010 21:32:37 UTC"	59.8235	-138.8046	3.5	5.5	54	Southeastern Alaska
ci	10788373	2	"Saturday, August 28, 2010 21:23:05 UTC"	33.3077	-115.7018	1.7	10.5	27	Southern California
ci	10788357	4	"Saturday, August 28, 2010 21:13:05 UTC"	33.3083	-115.698	1.5	9.8	6	Southern California
ci	10788349	4	"Saturday, August 28, 2010 21:12:10 UTC"	33.2923	-115.7122	2.1	4.6	27	Southern California
ci	35933759	2	"Saturday, August 28, 2010 21:12:08 UTC"	33.2993	-115.6883	1.2	4.6	7	Southern California
ci	10788341	7	"Saturday, August 28, 2010 21:10:30 UTC"	33.2895	-115.7145	2.5	4.4	57	Southern California
ci	10788325	4	"Saturday, August 28, 2010 21:09:16 UTC"	33.2998	-115.7075	1.9	4.9	16	Southern California
ci	10788317	4	"Saturday, August 28, 2010 21:05:21 UTC"	33.2927	-115.7108	1.9	5	38	Southern California
ak	10074763	2	"Saturday, August 28, 2010 20:56:12 UTC"	59.4628	-152.628	1.7	74.8	26	Southern Alaska
ci	10788309	4	"Saturday, August 28, 2010 20:52:47 UTC"	33.2892	-115.7192	2	4.2	39	Southern California
ak	10075629	2	"Saturday, August 28, 2010 20:52:30 UTC"	52.5873	-169.5914	1.9	6.3	12	"Fox Islands, Aleutian Islands, Alaska"
nc	71447795	0	"Saturday, August 28, 2010 20:44:12 UTC"	38.7875	-122.7738	1.3	1.2	14	Northern California
ci	10788301	4	"Saturday, August 28, 2010 20:42:57 UTC"	33.2953	-115.7057	1.8	7	21	Southern California
ci	10788293	4	"Saturday, August 28, 2010 20:41:43 UTC"	33.2877	-115.7172	2.4	4.1	63	Southern California
ci	10788285	4	"Saturday, August 28, 2010 20:38:09 UTC"	33.2925	-115.7018	2.4	5.4	42	Southern California
ci	35949767	2	"Saturday, August 28, 2010 20:37:17 UTC"	33.2935	-115.7077	1.7	2.6	11	Southern California
ci	10788269	4	"Saturday, August 28, 2010 20:37:00 UTC"	33.3015	-115.7027	1.6	6.2	13	Southern California
ci	10788253	4	"Saturday, August 28, 2010 20:35:51 UTC"	33.2968	-115.707	1.8	4.3	31	Southern California
ci	35925759	2	"Saturday, August 28, 2010 20:35:45 UTC"	33.3028	-115.7005	1.3	2.7	15	Southern California
ci	10788277	2	"Saturday, August 28, 2010 20:34:32 UTC"	33.305	-115.7103	1.2	6.1	17	Southern California
ci	10788261	2	"Saturday, August 28, 2010 20:32:51 UTC"	33.303	-115.6838	1.6	13.1	21	Southern California
ci	10788229	4	"Saturday, August 28, 2010 20:31:47 UTC"	33.2963	-115.6975	1.5	7.4	24	Southern California
ak	10074760	2	"Saturday, August 28, 2010 20:30:44 UTC"	60.4652	-145.1452	1.7	9.8	23	Southern Alaska
ci	10788221	5	"Saturday, August 28, 2010 20:16:16 UTC"	33.2877	-115.713	2.5	4.7	63	Southern California
ci	35949759	2	"Saturday, August 28, 2010 20:14:45 UTC"	32.3487	-115.4685	2	7	10	"Baja California, Mexico"
ci	10788205	4	"Saturday, August 28, 2010 20:14:21 UTC"	33.3012	-115.6943	1.9	8.4	16	Southern California
ci	35957759	2	"Saturday, August 28, 2010 20:13:32 UTC"	33.3018	-115.7112	1.4	5.8	13	Southern California
ak	10074759	2	"Saturday, August 28, 2010 20:13:24 UTC"	51.871	-177.6133	1.8	6.6	17	"Andreanof Islands, Aleutian Islands, Alaska"
ci	10788197	4	"Saturday, August 28, 2010 20:13:01 UTC"	33.3037	-115.6985	1.7	9.9	26	Southern California
nc	71447790	0	"Saturday, August 28, 2010 20:06:42 UTC"	35.7143	-121.1157	1.8	7.6	14	Central California
nc	71447785	4	"Saturday, August 28, 2010 20:04:03 UTC"	38.8118	-122.7902	2	3.3	39	Northern California
nc	71447780	0	"Saturday, August 28, 2010 19:53:31 UTC"	38.838	-122.7735	1.4	2.3	14	Northern California
ak	10074757	2	"Saturday, August 28, 2010 19:37:22 UTC"	51.6888	-176.7513	1.5	48	9	"Andreanof Islands, Aleutian Islands, Alaska"
ci	10788157	5	"Saturday, August 28, 2010 19:34:29 UTC"	32.8502	-116.0473	2.2	5.3	55	Southern California
ci	10788165	3	"Saturday, August 28, 2010 19:31:46 UTC"	32.0403	-115.176	2.2	7.1	5	"Baja California, Mexico"
ak	10074756	2	"Saturday, August 28, 2010 19:11:26 UTC"	58.4836	-153.7208	1.7	63.1	15	"Kodiak Island region, Alaska"
ak	10074755	2	"Saturday, August 28, 2010 19:09:18 UTC"	52.661	-169.3764	2.3	1.4	13	"Fox Islands, Aleutian Islands, Alaska"
us	2010ambc	8	"Saturday, August 28, 2010 18:46:31 UTC"	18.7204	-107.107	5	63.6	186	"off the coast of Jalisco, Mexico"
ci	10788133	4	"Saturday, August 28, 2010 18:31:38 UTC"	32.5735	-115.6913	1.3	7.9	17	"Baja California, Mexico"
ci	10788125	8	"Saturday, August 28, 2010 18:08:22 UTC"	32.886	-116.2432	1.3	5.2	24	Southern California
nm	hnw0828b	A	"Saturday, August 28, 2010 17:51:56 UTC"	35.3358	-92.3308	1	4.1	5	Arkansas
ci	10788117	4	"Saturday, August 28, 2010 17:51:35 UTC"	32.2068	-115.3335	2.4	10	11	"Baja California, Mexico"
ci	10788109	4	"Saturday, August 28, 2010 17:32:26 UTC"	34.4543	-116.4673	1.8	5.7	38	Southern California
ak	10074742	3	"Saturday, August 28, 2010 17:30:19 UTC"	60.6432	-152.1012	3.7	82.3	91	Southern Alaska
hv	60175216	1	"Saturday, August 28, 2010 17:28:40 UTC"	19.3275	-155.1078	1.8	6.5	19	"Island of Hawaii, Hawaii"
ak	10074740	2	"Saturday, August 28, 2010 17:24:40 UTC"	63.2007	-150.4226	1.5	118.5	22	Central Alaska
us	2010ama8	Q	"Saturday, August 28, 2010 17:08:51 UTC"	35.6052	-97.2416	2.5	4.3	9	Oklahoma
ci	10788101	4	"Saturday, August 28, 2010 17:07:59 UTC"	32.068	-115.0887	2.8	10	10	"Baja California, Mexico"
ak	10075620	2	"Saturday, August 28, 2010 17:02:49 UTC"	52.635	-169.5329	1.9	5	11	"Fox Islands, Aleutian Islands, Alaska"
ci	10788093	4	"Saturday, August 28, 2010 17:00:25 UTC"	32.2793	-115.3517	2.2	10	10	"Baja California, Mexico"
ak	10074739	2	"Saturday, August 28, 2010 17:00:18 UTC"	51.8805	-175.6717	2.5	65.6	14	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10074738	2	"Saturday, August 28, 2010 16:55:53 UTC"	61.2012	-151.4639	1.5	75.7	18	Southern Alaska
ak	10075617	2	"Saturday, August 28, 2010 16:42:32 UTC"	52.6936	-169.5538	2	3.3	13	"Fox Islands, Aleutian Islands, Alaska"
ak	10074737	2	"Saturday, August 28, 2010 16:41:40 UTC"	52.6243	-169.7227	2.3	4.9	13	"Fox Islands, Aleutian Islands, Alaska"
ci	10788077	6	"Saturday, August 28, 2010 16:38:55 UTC"	32.4333	-118.2248	3	10	7	off the coast of California
ak	10074735	2	"Saturday, August 28, 2010 16:32:54 UTC"	63.207	-150.4897	1.4	125.6	16	Central Alaska
ak	10074734	2	"Saturday, August 28, 2010 16:18:23 UTC"	54.4644	-161.5197	2.7	12	14	Alaska Peninsula
ci	10788053	4	"Saturday, August 28, 2010 16:17:30 UTC"	33.059	-116.4537	1	15.7	32	Southern California
ak	10074730	2	"Saturday, August 28, 2010 15:57:11 UTC"	62.9588	-150.9123	1.8	112.5	28	Central Alaska
ak	10074729	2	"Saturday, August 28, 2010 15:55:43 UTC"	61.4438	-140.5235	1	6.2	13	"Southern Yukon Territory, Canada"
nc	71447740	0	"Saturday, August 28, 2010 15:55:11 UTC"	37.206	-121.6028	1.6	2.8	16	Northern California
nc	71447735	2	"Saturday, August 28, 2010 15:19:58 UTC"	36.5608	-121.1145	1	4.2	11	Central California
ci	10788037	7	"Saturday, August 28, 2010 15:05:09 UTC"	32.7098	-115.7912	1.3	10.9	14	Southern California
ak	10074728	2	"Saturday, August 28, 2010 14:58:42 UTC"	61.6365	-148.1127	1.2	9.8	8	Southern Alaska
nc	71447725	0	"Saturday, August 28, 2010 14:54:16 UTC"	37.7995	-122.0295	1.8	6.3	15	"San Francisco Bay area, California"
ci	10788013	4	"Saturday, August 28, 2010 14:51:26 UTC"	34.3072	-116.4448	1.2	12.4	18	Southern California
ci	10787997	4	"Saturday, August 28, 2010 14:48:37 UTC"	34.3053	-116.4442	2.4	10	49	Southern California
ci	10787989	4	"Saturday, August 28, 2010 14:48:32 UTC"	34.3058	-116.4518	2.1	10.2	56	Southern California
ak	10074726	2	"Saturday, August 28, 2010 14:30:56 UTC"	61.3092	-150.2149	1.1	61.6	11	Southern Alaska
nc	71447715	4	"Saturday, August 28, 2010 14:25:48 UTC"	37.5047	-118.8683	1.1	23.7	13	Central California
ci	10787965	2	"Saturday, August 28, 2010 14:16:35 UTC"	33.2278	-115.6203	1	5	16	Southern California
ak	10074714	3	"Saturday, August 28, 2010 14:16:25 UTC"	57.5288	-155.6419	4.6	86.3	125	Alaska Peninsula
ci	10787949	5	"Saturday, August 28, 2010 14:13:27 UTC"	33.231	-115.6385	3.3	3.1	56	Southern California
ci	10787933	4	"Saturday, August 28, 2010 14:03:34 UTC"	33.2198	-115.6307	1.3	0.3	12	Southern California
nc	71447700	5	"Saturday, August 28, 2010 13:05:55 UTC"	40.4557	-124.3548	2	19.9	22	Northern California
ak	10074712	2	"Saturday, August 28, 2010 13:05:48 UTC"	52.5845	-169.3886	2.7	4.9	16	"Fox Islands, Aleutian Islands, Alaska"
ak	10075607	2	"Saturday, August 28, 2010 12:55:17 UTC"	62.0694	-151.3617	1.2	12.5	13	Central Alaska
ak	10074711	2	"Saturday, August 28, 2010 12:40:32 UTC"	63.4829	-148.8237	1	12	8	Central Alaska
nc	71447685	2	"Saturday, August 28, 2010 12:26:51 UTC"	39.8393	-123.235	1.7	9.6	15	Northern California
nc	71447675	1	"Saturday, August 28, 2010 12:19:11 UTC"	36.9718	-121.6238	1.9	4.3	39	Northern California
nc	71447670	2	"Saturday, August 28, 2010 12:17:22 UTC"	39.7938	-121.6363	1.5	16.8	9	Northern California
ci	10787909	4	"Saturday, August 28, 2010 12:04:28 UTC"	36.0713	-117.8917	1.1	4.6	23	Central California
nc	71447665	3	"Saturday, August 28, 2010 12:02:27 UTC"	38.8223	-122.8043	2.2	3.2	48	Northern California
nc	71447660	2	"Saturday, August 28, 2010 11:57:28 UTC"	39.3133	-122.8037	1.4	12.4	10	Northern California
nc	71447655	6	"Saturday, August 28, 2010 11:49:55 UTC"	39.3068	-122.7983	3.6	14.1	61	Northern California
uu	8281124	2	"Saturday, August 28, 2010 11:24:55 UTC"	37.6275	-113.2127	1.5	3.1	14	Utah
ak	10074708	2	"Saturday, August 28, 2010 11:20:57 UTC"	59.7396	-151.3328	1.5	43.3	15	"Kenai Peninsula, Alaska"
us	2010amat	7	"Saturday, August 28, 2010 11:19:33 UTC"	36.1596	70.4938	4.9	73.9	31	"Hindu Kush region, Afghanistan"
ci	10787893	6	"Saturday, August 28, 2010 11:08:08 UTC"	32.2088	-115.342	2.6	6.3	17	"Baja California, Mexico"
ak	10075604	2	"Saturday, August 28, 2010 11:07:24 UTC"	51.4657	178.4865	2	60.2	8	"Rat Islands, Aleutian Islands, Alaska"
ak	10074706	2	"Saturday, August 28, 2010 11:06:45 UTC"	52.701	-169.1248	2.1	3.8	13	"Fox Islands, Aleutian Islands, Alaska"
ak	10074707	2	"Saturday, August 28, 2010 11:06:06 UTC"	59.9893	-152.2589	1.4	72.6	15	Southern Alaska
ak	10074705	2	"Saturday, August 28, 2010 11:05:14 UTC"	61.8696	-149.2094	1.3	6.7	19	Southern Alaska
ci	10787885	2	"Saturday, August 28, 2010 10:59:32 UTC"	32.1035	-115.2657	2.6	10	10	"Baja California, Mexico"
uw	8281058	1	"Saturday, August 28, 2010 10:58:18 UTC"	47.7186	-122.3158	1.4	22.2	8	"Seattle-Tacoma urban area, Washington"
nc	71449450	2	"Saturday, August 28, 2010 10:49:50 UTC"	40.2968	-122.2127	1.5	23.8	12	Northern California
ci	10787877	4	"Saturday, August 28, 2010 10:42:41 UTC"	32.1172	-115.159	2.7	10	10	"Baja California, Mexico"
ak	10075598	2	"Saturday, August 28, 2010 10:41:46 UTC"	58.5197	-152.7697	1.5	21.8	6	"Kodiak Island region, Alaska"
ci	10787869	4	"Saturday, August 28, 2010 10:28:43 UTC"	34.3058	-116.8137	1	6.3	30	Southern California
ak	10074699	2	"Saturday, August 28, 2010 09:59:51 UTC"	61.7446	-149.8305	1.5	33.4	22	Southern Alaska
nc	71447630	4	"Saturday, August 28, 2010 09:59:47 UTC"	40.1343	-121.3137	1.4	4.7	12	Northern California
ak	10075595	2	"Saturday, August 28, 2010 09:51:35 UTC"	57.5393	-151.9201	1.7	9.9	7	"Kodiak Island region, Alaska"
ak	10074698	2	"Saturday, August 28, 2010 09:45:38 UTC"	60.1627	-141.4295	1.2	0	5	Southern Alaska
ak	10074695	2	"Saturday, August 28, 2010 09:44:51 UTC"	51.6087	-175.6588	1.9	28.2	11	"Andreanof Islands, Aleutian Islands, Alaska"
ci	10787853	4	"Saturday, August 28, 2010 09:37:55 UTC"	32.1842	-115.2525	2.1	10	11	"Baja California, Mexico"
ak	10074694	2	"Saturday, August 28, 2010 09:37:03 UTC"	57.4899	-151.9041	2.3	2.6	13	"Kodiak Island region, Alaska"
ak	10075590	2	"Saturday, August 28, 2010 09:29:07 UTC"	62.9021	-150.3061	1.1	93.9	16	Central Alaska
