Src	Eqid	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
ak	10075264	2	"Tuesday, August 31, 2010 18:23:16 UTC"	52.6741	-169.4035	2.4	6.5	6	"Fox Islands, Aleutian Islands, Alaska"
ci	10790109	4	"Tuesday, August 31, 2010 18:19:50 UTC"	34.1427	-116.4232	1.5	4.6	30	Southern California
ci	10790101	4	"Tuesday, August 31, 2010 18:17:37 UTC"	33.4882	-116.541	1.1	11.8	43	Southern California
us	2010aqby	A	"Tuesday, August 31, 2010 18:00:30 UTC"	41.8	-87.856	2.7	0	3	Illinois
ci	10790077	4	"Tuesday, August 31, 2010 17:56:37 UTC"	32.7548	-115.84	1.1	4	17	Southern California
uw	8311733	1	"Tuesday, August 31, 2010 17:33:57 UTC"	47.3591	-122.7568	2.1	18.4	20	"Puget Sound region, Washington"
nn	316009	7	"Tuesday, August 31, 2010 17:27:57 UTC"	36.1553	-114.8113	1.9	0	10	Nevada
ci	10790045	2	"Tuesday, August 31, 2010 16:57:49 UTC"	32.6633	-115.9053	2	7.7	15	Southern California
ci	10790037	2	"Tuesday, August 31, 2010 16:44:41 UTC"	34.3043	-116.4413	1.3	8.7	23	Southern California
nc	71449105	2	"Tuesday, August 31, 2010 16:32:10 UTC"	37.994	-118.6028	1.2	4.8	13	Central California
ak	10075249	1	"Tuesday, August 31, 2010 15:46:13 UTC"	60.9486	-151.1969	1.3	19.9	8	"Kenai Peninsula, Alaska"
ak	10075250	2	"Tuesday, August 31, 2010 15:44:17 UTC"	51.6968	-179.8215	2.4	102.4	9	"Andreanof Islands, Aleutian Islands, Alaska"
ci	10789981	4	"Tuesday, August 31, 2010 15:40:23 UTC"	32.1773	-115.3003	2.3	12.7	14	"Baja California, Mexico"
ci	10789957	2	"Tuesday, August 31, 2010 15:16:33 UTC"	32.229	-115.2927	2.2	10	7	"Baja California, Mexico"
ak	10075243	2	"Tuesday, August 31, 2010 14:43:28 UTC"	52.7434	-169.2734	1.7	6.8	6	"Fox Islands, Aleutian Islands, Alaska"
ak	10075240	2	"Tuesday, August 31, 2010 14:06:54 UTC"	59.3634	-152.7725	1.9	70.9	12	Southern Alaska
ci	10789933	4	"Tuesday, August 31, 2010 14:05:22 UTC"	32.6155	-115.6678	1.6	12.6	20	"Baja California, Mexico"
ak	10075236	2	"Tuesday, August 31, 2010 13:58:40 UTC"	59.9243	-153.6736	2.3	148.7	24	Southern Alaska
ci	10789925	4	"Tuesday, August 31, 2010 13:55:29 UTC"	34.0418	-117.2405	1	15.3	32	"Greater Los Angeles area, California"
nm	hnw0831b	A	"Tuesday, August 31, 2010 13:38:23 UTC"	35.2628	-92.2067	1.7	5.1	5	Arkansas
nc	71448995	0	"Tuesday, August 31, 2010 13:20:23 UTC"	35.4502	-120.7735	1.4	8.6	9	Central California
ci	10789917	4	"Tuesday, August 31, 2010 13:16:34 UTC"	36.2223	-117.5677	1	3.7	9	Central California
nc	71448990	0	"Tuesday, August 31, 2010 13:02:14 UTC"	38.8452	-122.8235	1.3	1.1	13	Northern California
nc	71448985	0	"Tuesday, August 31, 2010 13:00:53 UTC"	38.8488	-122.8292	1.4	0	11	Northern California
nc	71448980	0	"Tuesday, August 31, 2010 12:37:32 UTC"	36.008	-120.5918	1.2	0	9	Central California
ci	10789893	4	"Tuesday, August 31, 2010 12:28:11 UTC"	32.3508	-115.5802	2.5	5.9	13	"Baja California, Mexico"
nc	71448975	0	"Tuesday, August 31, 2010 12:08:30 UTC"	38.8257	-122.7942	1.1	2.6	15	Northern California
nc	71448970	0	"Tuesday, August 31, 2010 12:04:41 UTC"	38.7787	-122.7567	1.1	1.4	10	Northern California
nn	315996	7	"Tuesday, August 31, 2010 11:24:46 UTC"	37.4443	-117.5284	1	11.8	8	Nevada
nc	71448955	0	"Tuesday, August 31, 2010 11:22:55 UTC"	38.8353	-122.8038	1	1.7	12	Northern California
ak	10075229	1	"Tuesday, August 31, 2010 11:00:22 UTC"	61.3592	-152.4723	1.4	140.9	8	Southern Alaska
nc	71448935	0	"Tuesday, August 31, 2010 10:34:15 UTC"	38.8132	-122.7915	1.2	3.1	15	Northern California
ak	10075225	2	"Tuesday, August 31, 2010 10:00:43 UTC"	61.679	-146.3228	2	86.3	5	Southern Alaska
nc	71448930	0	"Tuesday, August 31, 2010 09:54:00 UTC"	37.3542	-121.716	1.2	9	9	Northern California
ci	10789853	2	"Tuesday, August 31, 2010 09:40:06 UTC"	32.217	-115.3043	2.3	10	9	"Baja California, Mexico"
ci	10789845	4	"Tuesday, August 31, 2010 09:32:46 UTC"	32.2283	-115.295	3.1	10	14	"Baja California, Mexico"
ak	10075222	2	"Tuesday, August 31, 2010 09:18:36 UTC"	52.629	-169.53	3.1	5	8	"Fox Islands, Aleutian Islands, Alaska"
ci	10789837	2	"Tuesday, August 31, 2010 09:04:19 UTC"	32.1377	-115.2987	2.3	10	9	"Baja California, Mexico"
ci	10789829	4	"Tuesday, August 31, 2010 08:58:21 UTC"	32.6722	-115.8265	1.5	5.2	26	Southern California
ci	10789821	2	"Tuesday, August 31, 2010 08:47:59 UTC"	32.1467	-115.2965	2.1	10	7	"Baja California, Mexico"
nc	71448905	0	"Tuesday, August 31, 2010 08:35:13 UTC"	36.2645	-120.3292	1.4	13.4	8	Central California
ak	10075217	1	"Tuesday, August 31, 2010 08:33:14 UTC"	61.2808	-152.4144	2.1	4.6	19	Southern Alaska
ci	10789797	5	"Tuesday, August 31, 2010 08:22:29 UTC"	34.2255	-119.5167	2.9	11.8	29	"Santa Barbara Channel, California"
ak	10075209	2	"Tuesday, August 31, 2010 07:54:29 UTC"	60.6473	-142.5342	2.8	8.9	21	Southern Alaska
nc	71448885	4	"Tuesday, August 31, 2010 07:48:54 UTC"	40.5915	-124.3023	2.7	21.6	22	Northern California
ak	10075204	2	"Tuesday, August 31, 2010 06:49:02 UTC"	52.7242	-169.3327	1.9	14.3	7	"Fox Islands, Aleutian Islands, Alaska"
ak	10075203	2	"Tuesday, August 31, 2010 06:43:17 UTC"	51.0625	-179.956	2.6	13.2	7	"Andreanof Islands, Aleutian Islands, Alaska"
ci	10789781	2	"Tuesday, August 31, 2010 06:18:18 UTC"	32.4055	-115.5187	1.4	5.8	9	"Baja California, Mexico"
nc	71448860	0	"Tuesday, August 31, 2010 06:16:36 UTC"	38.8377	-122.8267	1.4	2.2	11	Northern California
ak	10075198	1	"Tuesday, August 31, 2010 06:13:35 UTC"	62.2964	-151.9066	1.6	98.4	14	Central Alaska
nc	71448845	1	"Tuesday, August 31, 2010 05:44:58 UTC"	38.8423	-122.8268	2	2	24	Northern California
hv	60175746	1	"Tuesday, August 31, 2010 05:44:01 UTC"	19.4422	-155.4252	2.7	8.9	45	"Island of Hawaii, Hawaii"
ak	10075197	2	"Tuesday, August 31, 2010 05:41:05 UTC"	52.6999	-169.4061	1.8	8.9	6	"Fox Islands, Aleutian Islands, Alaska"
nc	71448835	0	"Tuesday, August 31, 2010 05:25:01 UTC"	38.8315	-122.8087	1.4	2	13	Northern California
nc	71448830	1	"Tuesday, August 31, 2010 05:24:36 UTC"	38.833	-122.8102	1.8	2.1	25	Northern California
ak	10075195	1	"Tuesday, August 31, 2010 05:16:51 UTC"	63.2651	-151.4385	1.9	0.5	9	Central Alaska
ci	10789765	6	"Tuesday, August 31, 2010 04:46:29 UTC"	33.4218	-116.3805	1.2	12.5	51	Southern California
ci	10789757	4	"Tuesday, August 31, 2010 04:41:34 UTC"	32.1552	-115.2147	3	10	10	"Baja California, Mexico"
nc	71449080	5	"Tuesday, August 31, 2010 04:32:08 UTC"	38.076	-118.9677	1.1	2.7	19	Central California
nm	hnw0831a	A	"Tuesday, August 31, 2010 03:49:54 UTC"	36.5361	-89.6443	1.5	8.6	19	southeastern Missouri
nc	71448800	0	"Tuesday, August 31, 2010 03:24:24 UTC"	36.9537	-121.4422	1.2	6.6	20	Central California
hv	60175711	1	"Tuesday, August 31, 2010 03:19:35 UTC"	19.0633	-155.5752	2.1	54.3	10	"Island of Hawaii, Hawaii"
ci	10789733	4	"Tuesday, August 31, 2010 03:18:12 UTC"	35.7887	-118.0485	1.7	8.6	45	Central California
ci	10789725	4	"Tuesday, August 31, 2010 03:04:08 UTC"	32.6812	-115.891	1.5	5.4	30	Southern California
nc	71448785	3	"Tuesday, August 31, 2010 02:50:05 UTC"	38.8223	-122.7942	2.1	3.4	44	Northern California
nc	71448780	0	"Tuesday, August 31, 2010 02:47:28 UTC"	38.7563	-122.694	1.2	0.1	8	Northern California
nc	71448775	3	"Tuesday, August 31, 2010 02:40:09 UTC"	38.8227	-122.7925	2.1	3.6	51	Northern California
us	2010aqad	6	"Tuesday, August 31, 2010 02:30:36 UTC"	40.3641	139.1487	5.2	49	173	"near the west coast of Honshu, Japan"
ci	10789717	4	"Tuesday, August 31, 2010 02:23:39 UTC"	32.7047	-115.9337	1	6.6	17	Southern California
ak	10075182	1	"Tuesday, August 31, 2010 02:23:09 UTC"	58.2066	-151.5448	2.5	7.2	9	"Kodiak Island region, Alaska"
ci	10789709	4	"Tuesday, August 31, 2010 02:01:15 UTC"	32.6762	-115.9428	1.4	3.5	16	Southern California
nc	71448760	2	"Tuesday, August 31, 2010 01:43:34 UTC"	39.239	-123.191	2.2	7.3	25	Northern California
ci	10789701	2	"Tuesday, August 31, 2010 01:40:18 UTC"	32.1982	-115.2507	2.2	10	8	"Baja California, Mexico"
ak	10075179	1	"Tuesday, August 31, 2010 01:32:07 UTC"	60.2332	-152.7795	1.9	111	16	Southern Alaska
nn	316000	7	"Tuesday, August 31, 2010 01:14:15 UTC"	40.331	-119.7287	2	10	11	Nevada
ci	10789685	3	"Tuesday, August 31, 2010 01:12:40 UTC"	32.3053	-115.4413	2	10	8	"Baja California, Mexico"
nc	71448735	0	"Tuesday, August 31, 2010 01:03:10 UTC"	38.7038	-122.914	1.2	7.2	5	Northern California
ci	10789677	4	"Tuesday, August 31, 2010 00:57:52 UTC"	32.678	-115.8173	1.1	9.3	18	Southern California
ci	10789661	2	"Tuesday, August 31, 2010 00:35:49 UTC"	32.1683	-115.23	2.3	10	10	"Baja California, Mexico"
uu	8310016	2	"Tuesday, August 31, 2010 00:16:04 UTC"	38.021	-111.1127	1.9	11.1	14	Utah
us	2010apcd	6	"Monday, August 30, 2010 23:25:40 UTC"	-16.0529	-173.2739	5.3	38.7	268	Tonga
nc	71448715	0	"Monday, August 30, 2010 23:20:41 UTC"	35.722	-121.0715	1.5	3	10	Central California
nc	71448710	3	"Monday, August 30, 2010 23:10:29 UTC"	36.8198	-121.544	2.1	5.3	66	Central California
ci	10789613	4	"Monday, August 30, 2010 22:26:15 UTC"	32.2035	-115.2947	2.3	10	13	"Baja California, Mexico"
ci	10789605	8	"Monday, August 30, 2010 22:03:02 UTC"	31.9988	-114.964	3.3	10	5	"Sonora, Mexico"
ci	10789581	4	"Monday, August 30, 2010 21:36:09 UTC"	32.6843	-115.8552	1.6	8	24	Southern California
ak	10075160	2	"Monday, August 30, 2010 21:35:40 UTC"	59.8377	-153.3366	2.2	125.8	22	Southern Alaska
ci	10789573	4	"Monday, August 30, 2010 21:28:40 UTC"	32.5037	-115.656	2.2	1.6	17	"Baja California, Mexico"
uu	8302123	2	"Monday, August 30, 2010 21:23:16 UTC"	38.9677	-112.9442	1.3	1.3	8	Utah
ak	10075156	1	"Monday, August 30, 2010 21:18:08 UTC"	59.7761	-152.9292	2.2	98.4	22	Southern Alaska
ci	10789541	4	"Monday, August 30, 2010 21:06:45 UTC"	33.2777	-116.2763	1.1	5.6	40	Southern California
nc	71448685	2	"Monday, August 30, 2010 21:00:40 UTC"	36.4328	-120.2232	2.2	6.5	44	Central California
uu	8302047	2	"Monday, August 30, 2010 20:47:40 UTC"	44.3845	-111.0455	1.7	6.8	18	"Yellowstone National Park, Wyoming"
nc	71448665	0	"Monday, August 30, 2010 20:31:34 UTC"	36.5575	-121.1198	1.1	4.6	7	Central California
ak	10075140	1	"Monday, August 30, 2010 20:11:11 UTC"	59.4246	-152.7231	3.3	84.5	89	Southern Alaska
ak	10075136	1	"Monday, August 30, 2010 20:07:37 UTC"	63.2008	-150.4107	2.7	118.2	43	Central Alaska
nc	71448660	2	"Monday, August 30, 2010 20:04:20 UTC"	39.8057	-121.6325	1.5	20.2	8	Northern California
nc	71448655	0	"Monday, August 30, 2010 19:38:40 UTC"	38.833	-122.8813	1	1.8	12	Northern California
nc	71448645	0	"Monday, August 30, 2010 19:13:41 UTC"	36.5612	-121.1205	1.4	3.6	9	Central California
nn	315953	7	"Monday, August 30, 2010 19:08:36 UTC"	36.129	-115.1388	1.5	1.4	11	"Las Vegas urban area, Nevada"
nn	315952	7	"Monday, August 30, 2010 19:07:30 UTC"	38.579	-116.9642	1.8	1.6	18	Nevada
nc	71448615	0	"Monday, August 30, 2010 18:36:37 UTC"	38.8385	-122.8283	1.6	2.4	17	Northern California
ci	10789477	3	"Monday, August 30, 2010 18:22:31 UTC"	35.8222	-117.7425	1	8.7	23	Central California
ci	10789453	3	"Monday, August 30, 2010 18:10:28 UTC"	35.9433	-117.1285	1.1	0	7	Central California
ak	10075014	1	"Monday, August 30, 2010 18:07:47 UTC"	60.892	-149.0957	1.6	19.9	13	"Kenai Peninsula, Alaska"
nc	71448605	0	"Monday, August 30, 2010 18:01:54 UTC"	37.827	-121.9888	1.3	14	10	"San Francisco Bay area, California"
nc	71448595	0	"Monday, August 30, 2010 17:45:02 UTC"	35.4837	-120.7955	1.5	12.7	10	Central California
ci	10789421	4	"Monday, August 30, 2010 17:40:07 UTC"	32.7313	-115.9725	1.5	5.5	27	Southern California
nc	71448590	0	"Monday, August 30, 2010 17:35:28 UTC"	38.7738	-122.7437	1.8	1.1	14	Northern California
ci	10789405	3	"Monday, August 30, 2010 17:21:13 UTC"	32.226	-115.2743	1.9	10	7	"Baja California, Mexico"
nn	315933	7	"Monday, August 30, 2010 17:03:33 UTC"	37.0785	-114.3505	1.4	16.1	6	Nevada
ci	10789397	4	"Monday, August 30, 2010 16:51:36 UTC"	33.8388	-117.4947	1.4	0	25	"Greater Los Angeles area, California"
ci	10789389	3	"Monday, August 30, 2010 16:44:43 UTC"	32.01	-115.1155	2.8	10	8	"Baja California, Mexico"
nn	315932	7	"Monday, August 30, 2010 16:34:45 UTC"	36.2248	-114.9925	1.8	0	7	"Las Vegas urban area, Nevada"
se	hnw0830c	B	"Monday, August 30, 2010 16:31:03 UTC"	36.4896	-81.7237	2.7	10.6	27	eastern Tennessee
nc	71448580	1	"Monday, August 30, 2010 16:29:37 UTC"	38.8047	-122.7932	1.9	3.9	27	Northern California
ci	10789301	4	"Monday, August 30, 2010 14:02:00 UTC"	34.2968	-116.4433	1.5	7.4	36	Southern California
us	2010apa4	Q	"Monday, August 30, 2010 13:40:34 UTC"	18.8782	145.3922	4.7	220.7	8	"Pagan region, Northern Mariana Islands"
us	2010apa1	6	"Monday, August 30, 2010 12:57:45 UTC"	58.1878	-32.1799	4.9	10	69	Reykjanes Ridge
us	2010apa2	7	"Monday, August 30, 2010 12:35:57 UTC"	-5.5569	149.8046	5	10	25	"New Britain region, Papua New Guinea"
nc	71448535	0	"Monday, August 30, 2010 12:23:49 UTC"	38.7902	-122.7443	1.4	1.2	10	Northern California
nc	71448520	0	"Monday, August 30, 2010 11:45:01 UTC"	38.766	-122.7053	1.8	2.3	16	Northern California
ak	10074997	1	"Monday, August 30, 2010 11:27:49 UTC"	62.1347	-152.1543	2.2	123.4	32	Central Alaska
ak	10074994	1	"Monday, August 30, 2010 11:14:50 UTC"	60.164	-141.3486	1.6	0.1	16	Southern Alaska
nc	71448510	0	"Monday, August 30, 2010 10:48:11 UTC"	36.7077	-121.3472	1.6	3.2	21	Central California
nc	71448505	1	"Monday, August 30, 2010 10:34:41 UTC"	36.8357	-121.5698	1.4	3.2	23	Central California
ak	10074986	1	"Monday, August 30, 2010 10:29:32 UTC"	62.0963	-149.6644	2.9	5	57	Central Alaska
nc	71448500	0	"Monday, August 30, 2010 10:24:57 UTC"	38.8055	-122.7695	1.4	1.6	19	Northern California
ak	10074982	2	"Monday, August 30, 2010 09:51:08 UTC"	64.4977	-147.5504	2.3	5	19	Central Alaska
ak	10074980	1	"Monday, August 30, 2010 09:48:40 UTC"	61.9802	-149.8537	1	34.9	8	Southern Alaska
us	2010apaw	7	"Monday, August 30, 2010 09:39:28 UTC"	25.0825	95.3429	4.6	136	18	Myanmar
nc	71448480	0	"Monday, August 30, 2010 09:30:17 UTC"	38.8228	-122.8317	1.2	0.8	10	Northern California
nc	71448475	0	"Monday, August 30, 2010 09:29:21 UTC"	36.003	-120.5788	1.2	2.4	16	Central California
ci	10789269	2	"Monday, August 30, 2010 09:27:23 UTC"	31.7712	-114.9323	2.4	10	6	"Baja California, Mexico"
nc	71448470	4	"Monday, August 30, 2010 09:25:59 UTC"	37.4288	-118.6315	1.3	15.5	17	Central California
ci	10789253	4	"Monday, August 30, 2010 09:10:27 UTC"	33.633	-116.7083	1.1	17.6	46	Southern California
uw	8300852	1	"Monday, August 30, 2010 08:52:12 UTC"	47.6646	-120.3278	1.4	2.1	5	Washington
us	2010apar	7	"Monday, August 30, 2010 08:45:09 UTC"	24.8824	122.2121	5	12.2	41	Taiwan region
nc	71448460	0	"Monday, August 30, 2010 08:35:12 UTC"	38.8345	-122.7745	1.2	1.2	8	Northern California
ak	10074973	1	"Monday, August 30, 2010 08:34:49 UTC"	59.9408	-152.7928	1.8	193.9	9	Southern Alaska
ci	10789245	4	"Monday, August 30, 2010 08:31:04 UTC"	32.4658	-115.6047	1.9	5.9	13	"Baja California, Mexico"
ak	10074971	1	"Monday, August 30, 2010 08:26:01 UTC"	60.0772	-152.7633	2	90	8	Southern Alaska
uu	8300801	2	"Monday, August 30, 2010 08:01:46 UTC"	37.4353	-113.1205	1	6.7	12	Utah
ci	10789229	2	"Monday, August 30, 2010 07:56:15 UTC"	32.1962	-115.215	1.8	10	5	"Baja California, Mexico"
nc	71448455	0	"Monday, August 30, 2010 07:55:28 UTC"	38.8275	-122.7933	1.1	1	10	Northern California
ci	10789221	4	"Monday, August 30, 2010 07:49:31 UTC"	32.6595	-115.9408	1.4	6.7	21	Southern California
nc	71448450	0	"Monday, August 30, 2010 07:42:47 UTC"	38.8363	-122.8465	1.4	1.5	11	Northern California
ci	10789213	4	"Monday, August 30, 2010 07:34:00 UTC"	32.574	-115.7072	1.6	7.6	19	"Baja California, Mexico"
ci	10789205	4	"Monday, August 30, 2010 07:24:11 UTC"	32.6765	-115.94	1.6	4.9	34	Southern California
nm	hnw0830b	A	"Monday, August 30, 2010 07:11:30 UTC"	35.2686	-92.1883	1.8	2.6	5	Arkansas
ci	10789197	2	"Monday, August 30, 2010 07:04:54 UTC"	36.7102	-117.727	1.5	12.3	14	Central California
pr	10242000	0	"Monday, August 30, 2010 06:55:11 UTC"	18.451	-69.024	2.7	109.5	4	Dominican Republic
nc	71448435	2	"Monday, August 30, 2010 06:52:41 UTC"	40.6617	-123.8402	2.4	25.8	30	Northern California
ci	10789189	4	"Monday, August 30, 2010 06:41:09 UTC"	33.3558	-116.3582	1.5	13	60	Southern California
nc	71448420	1	"Monday, August 30, 2010 06:34:21 UTC"	37.8542	-122.241	1.6	4.7	30	"San Francisco Bay area, California"
nm	hnw0830a	A	"Monday, August 30, 2010 06:33:03 UTC"	35.2688	-92.188	1.6	2.8	5	Arkansas
ci	10789181	4	"Monday, August 30, 2010 06:32:39 UTC"	33.814	-116.9892	1	12.6	30	Southern California
nc	71448415	0	"Monday, August 30, 2010 06:10:19 UTC"	36.0078	-120.6373	1.4	4.3	18	Central California
nc	71448410	5	"Monday, August 30, 2010 05:46:19 UTC"	35.9882	-119.896	1.9	23.8	49	Central California
nc	71448405	2	"Monday, August 30, 2010 05:25:20 UTC"	37.3232	-118.6608	1.4	14.4	16	Central California
us	2010apam	6	"Monday, August 30, 2010 05:15:59 UTC"	-19.2877	-175.7577	4.6	189.6	72	Tonga
ak	10074953	1	"Monday, August 30, 2010 05:13:22 UTC"	60.7794	-151.1486	3.3	68.7	72	"Kenai Peninsula, Alaska"
ci	10789149	2	"Monday, August 30, 2010 05:02:39 UTC"	32.3653	-115.4227	2.5	10	10	"Baja California, Mexico"
ci	10789133	2	"Monday, August 30, 2010 04:44:30 UTC"	33.318	-116.3753	1	5.4	29	Southern California
us	2010apaj	6	"Monday, August 30, 2010 04:44:14 UTC"	-14.9355	-174.193	5.1	10	81	Samoa Islands region
hv	60175486	1	"Monday, August 30, 2010 04:40:36 UTC"	19.2478	-155.4313	1.9	33.2	20	"Island of Hawaii, Hawaii"
us	2010apai	Q	"Monday, August 30, 2010 04:25:04 UTC"	30.7804	132.2094	4.7	27.1	41	"southeast of Shikoku, Japan"
ci	10789109	4	"Monday, August 30, 2010 04:22:14 UTC"	33.7658	-116.9803	1	17.6	35	Southern California
nc	71448380	7	"Monday, August 30, 2010 03:25:50 UTC"	39.2403	-120.4903	2.1	6.2	13	Northern California
uu	8300324	2	"Monday, August 30, 2010 03:24:37 UTC"	41.7958	-111.68	1.2	17.3	18	Utah
nc	71448375	0	"Monday, August 30, 2010 03:11:19 UTC"	38.8348	-122.7755	2	2.3	21	Northern California
uw	8300305	1	"Monday, August 30, 2010 03:05:14 UTC"	47.7121	-122.6156	1.3	19.5	18	"Seattle-Tacoma urban area, Washington"
nc	71448370	4	"Monday, August 30, 2010 02:59:15 UTC"	38.577	-122.6585	1.2	7	15	Northern California
ci	10789101	6	"Monday, August 30, 2010 02:57:21 UTC"	36.077	-117.8832	1.7	3.5	34	Central California
ci	10789093	4	"Monday, August 30, 2010 02:50:29 UTC"	32.1087	-115.2287	2.6	10	9	"Baja California, Mexico"
nn	315905	7	"Monday, August 30, 2010 02:36:45 UTC"	37.9865	-118.5302	1.6	4.3	12	Nevada
ci	10789069	2	"Monday, August 30, 2010 02:21:03 UTC"	35.829	-118.4963	1.2	11	16	Central California
ak	10074941	1	"Monday, August 30, 2010 02:19:32 UTC"	62.4017	-151.2129	1.5	83.3	10	Central Alaska
ci	10789053	4	"Monday, August 30, 2010 02:15:33 UTC"	32.1763	-115.2965	3	4.9	12	"Baja California, Mexico"
ci	10789061	4	"Monday, August 30, 2010 02:14:27 UTC"	32.2083	-115.385	2.4	10	8	"Baja California, Mexico"
nc	71448350	0	"Monday, August 30, 2010 01:59:47 UTC"	36.0837	-120.686	1.5	1.7	13	Central California
ci	10789045	4	"Monday, August 30, 2010 01:43:24 UTC"	33.2688	-116.1235	1	11.6	26	Southern California
ci	10789037	6	"Monday, August 30, 2010 01:18:07 UTC"	32.2738	-115.3273	2.5	3.4	13	"Baja California, Mexico"
ci	10789029	4	"Monday, August 30, 2010 01:00:07 UTC"	32.8868	-117.6058	1.9	10	23	"Gulf of Santa Catalina, California"
nc	71448325	2	"Monday, August 30, 2010 00:42:39 UTC"	37.5313	-118.8275	1.2	6.5	22	Central California
nc	71448320	2	"Monday, August 30, 2010 00:42:08 UTC"	37.5318	-118.8208	1.2	6.7	21	Central California
nc	71448305	3	"Monday, August 30, 2010 00:41:14 UTC"	37.5318	-118.82	2.1	6.7	35	Central California
nc	71448315	2	"Monday, August 30, 2010 00:40:23 UTC"	37.5338	-118.822	1.2	4.9	20	Central California
nc	71043924	2	"Monday, August 30, 2010 00:39:15 UTC"	37.5352	-118.8217	1.2	6.2	8	Central California
us	2010apag	6	"Monday, August 30, 2010 00:39:00 UTC"	-5.6178	150.0231	5.1	33.3	26	"New Britain region, Papua New Guinea"
nc	71043919	6	"Monday, August 30, 2010 00:38:42 UTC"	37.5362	-118.8242	2.3	5.7	18	Central California
nc	71448300	4	"Monday, August 30, 2010 00:38:13 UTC"	37.5333	-118.8177	2.7	7.7	40	Central California
ak	10074928	1	"Monday, August 30, 2010 00:33:58 UTC"	62.0997	-149.4752	2.2	15.8	32	Central Alaska
ak	10074926	1	"Monday, August 30, 2010 00:30:40 UTC"	62.7184	-149.25	1.6	93.1	13	Central Alaska
ci	10788997	6	"Monday, August 30, 2010 00:12:10 UTC"	35.0398	-117.6828	1.7	0	24	Southern California
ci	10788981	4	"Monday, August 30, 2010 00:07:09 UTC"	32.8353	-116.0375	1.1	5.3	17	Southern California
ak	10074940	2	"Sunday, August 29, 2010 23:53:00 UTC"	51.515	-175.7312	2.3	22.8	11	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10074921	1	"Sunday, August 29, 2010 23:43:12 UTC"	63.0593	-150.8545	2.1	136.7	23	Central Alaska
ak	10074919	1	"Sunday, August 29, 2010 23:03:51 UTC"	60.8724	-150.7412	1.3	46.6	10	"Kenai Peninsula, Alaska"
ci	10788957	4	"Sunday, August 29, 2010 22:55:49 UTC"	32.1627	-115.2417	2.6	14.5	9	"Baja California, Mexico"
nc	71448280	4	"Sunday, August 29, 2010 22:27:57 UTC"	39.7585	-122.0693	1.8	24.9	27	Northern California
ci	10788941	2	"Sunday, August 29, 2010 22:23:42 UTC"	36.1422	-118.067	1.3	3.4	17	Central California
ci	10788933	6	"Sunday, August 29, 2010 22:05:44 UTC"	34.0393	-117.2522	1.1	15.4	33	"Greater Los Angeles area, California"
nc	71448260	2	"Sunday, August 29, 2010 21:55:57 UTC"	37.3227	-118.6583	1.1	15.2	10	Central California
ci	10788917	4	"Sunday, August 29, 2010 21:52:41 UTC"	32.8052	-116.0207	1.5	9.2	28	Southern California
ci	10788925	2	"Sunday, August 29, 2010 21:51:13 UTC"	32.2298	-115.299	2.2	10	6	"Baja California, Mexico"
ci	10788909	4	"Sunday, August 29, 2010 21:43:44 UTC"	32.2273	-115.3518	2.5	5.6	11	"Baja California, Mexico"
ci	10788901	8	"Sunday, August 29, 2010 21:41:14 UTC"	32.1778	-115.3608	3.4	0.4	17	"Baja California, Mexico"
ak	10074911	1	"Sunday, August 29, 2010 21:39:22 UTC"	61.4688	-146.6215	2.6	23.7	47	Southern Alaska
ci	10788893	5	"Sunday, August 29, 2010 21:39:04 UTC"	32.2132	-115.3513	3.1	7.6	17	"Baja California, Mexico"
ci	10788885	4	"Sunday, August 29, 2010 21:34:46 UTC"	32.9198	-116.2822	1.1	5.6	30	Southern California
ci	10788853	4	"Sunday, August 29, 2010 20:43:56 UTC"	33.96	-116.748	1	14.9	30	Southern California
nm	hnw0829b	A	"Sunday, August 29, 2010 20:30:42 UTC"	35.269	-92.1873	1.9	2	5	Arkansas
ci	10788845	4	"Sunday, August 29, 2010 20:11:16 UTC"	32.2867	-115.3353	2.4	5.7	11	"Baja California, Mexico"
nc	71448230	2	"Sunday, August 29, 2010 20:00:30 UTC"	37.5498	-118.8753	1.1	4.4	21	Central California
nc	71448225	2	"Sunday, August 29, 2010 19:55:00 UTC"	38.9715	-123.0238	1.2	6.2	11	Northern California
ci	10788837	4	"Sunday, August 29, 2010 19:48:40 UTC"	34.037	-117.2773	1.3	17.6	47	"Greater Los Angeles area, California"
nc	71448220	2	"Sunday, August 29, 2010 19:44:18 UTC"	37.8263	-121.788	1.1	11.6	11	"San Francisco Bay area, California"
nc	71448210	3	"Sunday, August 29, 2010 19:34:19 UTC"	38.7892	-122.8013	2.4	4.1	51	Northern California
uw	8291930	1	"Sunday, August 29, 2010 19:30:13 UTC"	48.617	-122.9828	1.4	18.9	27	"San Juan Islands region, Washington"
uw	8291905	1	"Sunday, August 29, 2010 19:05:43 UTC"	46.0475	-122.7263	1.9	9.3	16	Washington
nc	71448200	0	"Sunday, August 29, 2010 18:55:08 UTC"	36.7658	-121.2733	1.3	7.1	11	Central California
nc	71448195	C	"Sunday, August 29, 2010 18:37:26 UTC"	39.2517	-120.5212	1.4	18.1	5	Northern California
ak	10074901	1	"Sunday, August 29, 2010 18:32:58 UTC"	61.548	-151.5024	2.3	82.1	33	Southern Alaska
