"tg020g","NRM",0,0,2.9,278.1,63.3,184.922,-1287.162,2592.91,30,0
"tg020g","z",1,.1,2.88,281.5,62.5,265.5956,-1302.847,2562.649,30,.37
"tg020g","z",5,3,2.82,287.6,61.6,406.7852,-1280.891,2489.624,30,10.22
"tg020g","a",5,3,2.83,286.6,64.1,354.9161,-1183.625,2546.604,30,11.75
"tg020g","a",10,3,2.88,284.6,61.6,346.2716,-1324.826,2534.106,30,24.24
"tg020g","z",10,3,2.7,287.9,64.3,360.6789,-1114.599,2434.379,30,24.57
"tg020g","z",15,3,2.51,286.8,60.7,354.9178,-1174.207,2192.137,30,38.05
"tg020g","a",15,3,2.47,286.7,70.3,239.7009,-797.7581,2334.659,30,38.34
"tg020g","z",15,3,2.47,287.8,63.9,331.8602,-1033.018,2224.211,30,38.64
"tg020g","a",5,3,2.54,289.2,63,380.8448,-1089.497,2266.961,30,12.5
"tg020g","a",18,3,2.6,292.8,67.4,389.4952,-923.231,2407.677,30,46.49
"tg020g","z",18,3,1.42,291.1,62.8,233.9035,-603.1829,1264.093,30,45.81
"tg020g","z",21,3,1.07,297.2,52.9,297.2905,-578.0861,859.736,30,51.08
"tg020g","a",21,3,2.6,305.9,76.8,349.1544,-480.8232,2534.149,30,51.57
"tg020g","z",21,3,.71,320.4,61.7,262.7215,-217.2758,633.543,30,51.87
"tg020g","a",15,3,1.6,328.6,75,352.0348,-214.1356,1547.329,30,38.16
"tg020g","a",24,3,2.81,337,79.9,452.8788,-192.1672,2767.462,30,57.31
"tg020g","z",24,3,.38,314.4,33.7,225.2573,-229.8249,214.9702,30,58.8
