-1.4	3.3
21.4	6.9
6.7	9.8
31.8	10.7
25.2	11.4
1.1	11.5
-13.1	17.4
-31.6	17.8
7.9	18.7
-6.3	18.8
-35.3	25.5
-4.3	25.8
-0.6	27.9
-3.9	28.0
-5.6	29.6
-7.3	32.0
-6.1	32.2
-10.6	32.3
-2.7	34.2
-11.2	35.1
37.9	35.5
-6.8	35.7
-10.7	36.0
-10.2	36.1
2.8	36.9
-9.3	36.9
45.1	37.3
-4.6	37.8
14.2	38.2
-15.1	38.3
-9.9	38.4
-3.8	39.0
-12.3	39.9
-13.3	40.2
-13.4	40.3
-8.5	41.0
-16.6	41.2
-10.1	41.9
4.8	42.4
-4.8	42.5
-7.2	43.0
42.0	43.3
3.5	43.7
-1.6	44.3
-24.7	45.1
-9.1	45.1
-14.5	45.9
-13.0	46.5
11.8	46.9
-12.4	47.2
-13.0	47.3
-13.5	47.7
4.2	48.1
7.6	48.1
-2.7	48.1
-5.5	48.3
35.1	48.5
-47.3	48.5
-16.9	48.5
4.3	48.7
-14.0	48.7
-12.3	48.9
-24.1	49.6
8.2	50.0
-11.4	50.1
-26.9	50.1
-23.5	50.2
-10.1	50.5
2.2	50.5
15.1	50.7
11.3	51.0
-0.7	51.9
-10.4	52.2
-6.2	52.2
-29.2	52.3
-12.7	52.4
-22.6	52.5
-4.2	53.4
-5.4	53.6
-7.4	54.1
14.9	54.3
-19.7	54.3
9.2	55.1
-5.3	55.2
-12.9	55.8
-4.3	55.9
-3.2	56.1
-4.5	56.4
-23.7	56.5
-11.1	56.5
4.9	56.7
-30.9	56.8
-27.3	57.1
28.7	57.1
8.9	57.5
-20.1	58.1
-7.4	58.8
-9.1	59.3
-26.3	59.7
-0.5	59.7
-34.5	59.9
29.3	59.9
3.7	61.6
49.5	61.9
-11.5	62.1
-15.5	62.7
21.2	62.9
-22.2	63.6
-23.0	63.8
13.2	63.8
-21.8	64.4
-11.9	64.4
-13.7	64.6
40.4	65.6
-27.2	67.1
-18.4	67.3
-6.9	69.5
-4.0	72.0
