tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_date	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_standard	measurement_temp	measurement_time_zone	treatment_ac_field	treatment_dc_field	treatment_dc_field_phi	treatment_dc_field_theta	treatment_temp
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2011:10:13:08:35:00.00	281.3		g	-45.8	2.119e-07	28	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.630e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:13:10:23:00.00	284.8		g	-50.5	2.218e-07	29	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.6	2011:10:13:12:12:00.00	272.2		g	23.7	1.476e-07	30	4	u	2.730e+02	SAN	0	0	0	0	7.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	1.8	2011:10:13:14:02:00.00	270.2		g	26.5	1.354e-07	31	4	u	2.730e+02	SAN	0	0	0	0	7.830e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:17:09:22:00.00	285.1		g	-54.7	2.162e-07	32	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.630e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:17:11:12:00.00	289.3		g	-57.5	2.354e-07	33	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.830e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:17:13:07:00.00	286.9		g	-65.3	2.457e-07	34	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.930e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.6	2011:10:17:14:54:00.00	269.9		g	23.5	1.102e-07	35	4	u	2.730e+02	SAN	0	0	0	0	7.930e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.9	2011:10:18:08:38:00.00	264.0		g	29.5	9.698e-08	36	4	u	2.730e+02	SAN	0	0	0	0	8.030e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:18:10:29:00.00	291.9		g	-68.6	2.274e-07	37	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.830e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2011:10:18:12:24:00.00	296.4		g	-72.9	2.625e-07	38	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.030e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:18:14:17:00.00	307.4		g	-74.0	3.081e-07	39	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.130e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.5	2011:10:19:08:35:00.00	261.1		g	25.5	7.333e-08	40	4	u	2.730e+02	SAN	0	0	0	0	8.130e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2011:10:19:10:26:00.00	245.7		g	38.2	5.191e-08	41	4	u	2.730e+02	SAN	0	0	0	0	8.230e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:19:12:15:00.00	299.3		g	-78.8	2.785e-07	42	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.030e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:19:14:08:00.00	323.2		g	-81.5	3.782e-07	43	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.230e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:20:10:56:00.00	20.0		g	-81.8	5.358e-07	44	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.330e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:20:13:00:00.00	208.8		g	-48.9	1.064e-08	45	4	u	2.730e+02	SAN	0	0	0	0	8.330e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2011:10:21:08:52:00.00	202.7		g	29.1	1.538e-09	46	4	u	2.730e+02	SAN	0	0	0	0	8.430e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:11:04:14:15:00.00	21.9		g	-80.8	4.408e-07	47	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.230e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301a		su109301a:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.1	2011:11:07:09:40:00.00	11.2		g	-83.1	8.043e-07	48	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.430e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:04:07:15:00.00	23.3		g	70.3	3.838e-07	1	4	u	2.730e+02	SAN	0	0	0	0	2.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:04:10:07:00.00	24.4		g	70.1	3.808e-07	2	4	u	2.730e+02	SAN	0	0	0	0	3.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:04:11:42:00.00	25.4		g	69.1	3.640e-07	3	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	3.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:04:13:41:00.00	11.1		g	72.6	3.386e-07	4	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	4.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:05:08:25:00.00	8.1		g	75.7	4.056e-07	5	4	u	2.730e+02	SAN	0	0	0	0	4.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	1.8	2011:10:05:10:03:00.00	7.8		g	77.6	4.239e-07	6	4	u	2.730e+02	SAN	0	0	0	0	5.230e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.5	2011:10:05:11:31:00.00	1.8		g	76.9	3.990e-07	7	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	3.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:05:13:13:00.00	356.9		g	74.4	3.319e-07	8	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	5.230e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:06:08:29:00.00	344.9		g	74.1	3.114e-07	9	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	5.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:06:10:10:00.00	347.8		g	79.0	4.244e-07	10	4	u	2.730e+02	SAN	0	0	0	0	5.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:06:11:52:00.00	347.4		g	79.1	4.299e-07	11	4	u	2.730e+02	SAN	0	0	0	0	6.030e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:06:13:34:00.00	342.7		g	76.2	3.346e-07	12	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	5.230e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:07:08:32:00.00	340.8		g	73.0	2.897e-07	13	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.030e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	1.0	2011:10:07:10:14:00.00	342.8		g	68.0	2.474e-07	14	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.330e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:07:11:55:00.00	350.7		g	77.3	3.979e-07	15	4	u	2.730e+02	SAN	0	0	0	0	6.330e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:07:13:45:00.00	358.2		g	74.9	3.888e-07	16	4	u	2.730e+02	SAN	0	0	0	0	6.630e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:10:08:29:00.00	355.1		g	66.8	2.536e-07	17	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.030e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:10:10:13:00.00	349.1		g	58.7	1.989e-07	18	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.630e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:10:12:00:00.00	349.6		g	40.7	1.598e-07	19	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.880e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2011:10:10:13:52:00.00	4.3		g	70.8	3.495e-07	20	4	u	2.730e+02	SAN	0	0	0	0	6.880e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:11:10:25:00.00	7.8		g	66.5	3.461e-07	21	4	u	2.730e+02	SAN	0	0	0	0	7.130e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:11:12:11:00.00	358.2		g	40.2	1.812e-07	22	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	6.630e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:11:13:59:00.00	350.4		g	15.3	1.405e-07	23	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.130e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:12:08:46:00.00	347.7		g	-26.4	1.892e-07	24	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.380e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:12:10:43:00.00	7.4		g	54.6	3.052e-07	25	4	u	2.730e+02	SAN	0	0	0	0	7.380e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:12:12:29:00.00	12.3		g	47.9	3.176e-07	26	4	u	2.730e+02	SAN	0	0	0	0	7.630e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.6	2011:10:12:14:17:00.00	3.9		g	-10.9	2.039e-07	27	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.130e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:13:08:35:00.00	343.9		g	-45.8	2.837e-07	28	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.630e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:13:10:24:00.00	337.4		g	-51.4	3.283e-07	29	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:13:12:12:00.00	9.3		g	42.6	2.853e-07	30	4	u	2.730e+02	SAN	0	0	0	0	7.730e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:13:14:03:00.00	7.9		g	43.1	2.915e-07	31	4	u	2.730e+02	SAN	0	0	0	0	7.830e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	1.2	2011:10:17:09:23:00.00	343.6		g	-51.2	3.197e-07	32	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.630e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2011:10:17:11:12:00.00	331.6		g	-59.0	3.608e-07	33	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.830e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.3	2011:10:17:13:07:00.00	328.5		g	-61.0	4.270e-07	34	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.930e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.5	2011:10:17:14:55:00.00	5.2		g	37.8	2.546e-07	35	4	u	2.730e+02	SAN	0	0	0	0	7.930e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.4	2011:10:18:08:38:00.00	7.5		g	39.9	2.488e-07	36	4	u	2.730e+02	SAN	0	0	0	0	8.030e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:18:10:29:00.00	328.7		g	-62.1	3.914e-07	37	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	7.830e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:18:12:24:00.00	315.8		g	-66.5	4.877e-07	38	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.030e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.2	2011:10:18:14:17:00.00	298.8		g	-69.1	6.058e-07	39	4	u	2.730e+02	SAN	0	4.000e-05	0.0	90.0	8.130e+02
Jsteindorf	This study	Cyprus	su109301	su1l202	su109301b		su109301b:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	SIO-flo	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	pmagpy-2.123	0.9	2011:10:19:08:36:00.00	1.6		g	33.4	1.877e-07	40	4	u	2.730e+02	SAN	0	0	0	0	8.130e+02
