tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	magic_method_codes	sample_class	sample_core_depth	sample_lithology	sample_type
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 113	0765c631113	0765c	SP-SS-C	Igneous : Extrusive : Submarine	936.93	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 119	0765c631119	0765c	SP-SS-C	Igneous : Extrusive : Submarine	936.99	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 127	0765c631127	0765c	SP-SS-C	Igneous : Extrusive : Submarine	937.07	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 2 - cm= 11	0765c632011	0765c	SP-SS-C	Igneous : Extrusive : Submarine	937.41	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 2 - cm= 14	0765c632014	0765c	SP-SS-C	Igneous : Extrusive : Submarine	937.44	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 2 - cm= 70	0765c632070	0765c	SP-SS-C	Igneous : Extrusive : Submarine	938	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 2 - cm= 132	0765c632132	0765c	SP-SS-C	Igneous : Extrusive : Submarine	938.62	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 3 - cm= 75	0765c633075	0765c	SP-SS-C	Igneous : Extrusive : Submarine	939.55	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 4 - cm= 56	0765c634056	0765c	SP-SS-C	Igneous : Extrusive : Submarine	940.86	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 4 - cm= 130	0765c634130	0765c	SP-SS-C	Igneous : Extrusive : Submarine	941.6	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 5 - cm= 98	0765c635098	0765c	SP-SS-C	Igneous : Extrusive : Submarine	942.78	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 132	0765c63x132	0765c	SP-SS-C	Igneous : Extrusive : Submarine	937.12	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 65 - Section= 1 - cm= 52	0765c651052	0765c	SP-SS-C	Igneous : Extrusive : Submarine	936.32	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 65 - Section= 1 - cm= 58	0765c651058	0765c	SP-SS-C	Igneous : Extrusive : Submarine	936.38	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 65 - Section= 1 - cm= 124	0765c651124	0765c	SP-SS-C	Igneous : Extrusive : Submarine	937.04	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 65 - Section= 1 - cm= 130	0765c651130	0765c	SP-SS-C	Igneous : Extrusive : Submarine	937.1	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 5 - Section= 1 - cm= 44	0765d051044	0765d	SP-SS-C	Igneous : Extrusive : Submarine	983.64	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 5 - Section= 1 - cm= 55	0765d051055	0765d	SP-SS-C	Igneous : Extrusive : Submarine	983.75	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 5 - Section= 1 - cm= 65	0765d051065	0765d	SP-SS-C	Igneous : Extrusive : Submarine	983.85	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 5 - Section= 1 - cm= 74	0765d051074	0765d	SP-SS-C	Igneous : Extrusive : Submarine	983.94	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 5 - Section= 4 - cm= 33	0765d054033	0765d	SP-SS-C	Igneous : Extrusive : Submarine	988.03	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 5 - Section= 4 - cm= 55	0765d054055	0765d	SP-SS-C	Igneous : Extrusive : Submarine	988.25	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 6 - Section= 1 - cm= 8	0765d061008	0765d	SP-SS-C	Igneous : Extrusive : Submarine	992.48	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 6 - Section= 1 - cm= 103	0765d061103	0765d	SP-SS-C	Igneous : Extrusive : Submarine	993.43	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 13 - Section= 1 - cm= 96	0765d131096	0765d	SP-SS-C	Igneous : Extrusive : Submarine	1055.36	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 13 - Section= 1 - cm= 101	0765d131101	0765d	SP-SS-C	Igneous : Extrusive : Submarine	1055.41	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 13 - Section= 1 - cm= 102	0765d131102	0765d	SP-SS-C	Igneous : Extrusive : Submarine	1055.42	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 13 - Section= 1 - cm= 105	0765d131105	0765d	SP-SS-C	Igneous : Extrusive : Submarine	1055.45	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765d - Core= 13 - Section= 1 - cm= 113	0765d131113	0765d	SP-SS-C	Igneous : Extrusive : Submarine	1055.53	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770b - Core= 17 - Section= 2 - cm= 16	0770b172016	0770b	SP-SS-C	Igneous : Extrusive : Submarine	427.46	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770b - Core= 17 - Section= 2 - cm= 31	0770b172031	0770b	SP-SS-C	Igneous : Extrusive : Submarine	427.61	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770b - Core= 17 - Section= 2 - cm= 43	0770b172043	0770b	SP-SS-C	Igneous : Extrusive : Submarine	427.73	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770b - Core= 17 - Section= 2 - cm= 80	0770b172080	0770b	SP-SS-C	Igneous : Extrusive : Submarine	428.1	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770b - Core= 17 - Section= 3 - cm= 147	0770b173147	0770b	SP-SS-C	Igneous : Extrusive : Submarine	430.27	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770b - Core= 18 - Section= 2 - cm= 35	0770b182035	0770b	SP-SS-C	Igneous : Extrusive : Submarine	437.45	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770b - Core= 18 - Section= 3 - cm= 5	0770b183005	0770b	SP-SS-C	Igneous : Extrusive : Submarine	438.65	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770b - Core= 18 - Section= 3 - cm= 31	0770b183031	0770b	SP-SS-C	Igneous : Extrusive : Submarine	438.91	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770c - Core= 2 - Section= 3 - cm= 8	0770c023008	0770c	SP-SS-C	Igneous : Extrusive : Submarine	426.28	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770c - Core= 2 - Section= 3 - cm= 9	0770c023009	0770c	SP-SS-C	Igneous : Extrusive : Submarine	426.29	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770c - Core= 2 - Section= 3 - cm= 19	0770c023019	0770c	SP-SS-C	Igneous : Extrusive : Submarine	426.39	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770c - Core= 2 - Section= 3 - cm= 20	0770c023020	0770c	SP-SS-C	Igneous : Extrusive : Submarine	426.4	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770c - Core= 3 - Section= 2 - cm= 50	0770c032050	0770c	SP-SS-C	Igneous : Extrusive : Submarine	434.9	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770c - Core= 4 - Section= 1 - cm= 16	0770c041016	0770c	SP-SS-C	Igneous : Extrusive : Submarine	442.76	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770c - Core= 4 - Section= 8 - cm= 14	0770c04x014	0770c	SP-SS-C	Igneous : Extrusive : Submarine	453.24	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770c - Core= 9 - Section= 1 - cm= 81	0770c091081	0770c	SP-SS-C	Igneous : Extrusive : Submarine	443.41	Basalt	pillow : glassy margin
This study	Leg 124	770	Hole= 770c - Core= 9 - Section= 1 - cm= 84	0770c091084	0770c	SP-SS-C	Igneous : Extrusive : Submarine	491.64	Basalt	pillow : glassy margin
This study	Leg 125	781	Hole= 781a - Core= 8 - Section= 8 - cm= 10	0781a088010	0781a	SP-SS-C	Igneous : Extrusive : Submarine	75.1	Basalt	pillow : glassy margin
This study	Leg 125	781	Hole= 781a - Core= 8 - Section= 8 - cm= 10	0781a8cw010	0781a	SP-SS-C	Igneous : Extrusive : Submarine	75.1	Basalt	pillow : glassy margin
This study	Leg 129	801	Hole= 801c - Core= 9 - Section= 1 - cm= 34	0801c091034	0801c	SP-SS-C	Igneous : Extrusive : Submarine	563.54	Basalt	pillow : glassy margin
This study	Leg 129	801	Hole= 801c - Core= 12 - Section= 1 - cm= 87	0801c121087	0801c	SP-SS-C	Igneous : Extrusive : Submarine	588.17	Basalt	pillow : glassy margin
This study	Leg 129	802	Hole= 802a - Core= 58 - Section= 2 - cm= 101	0802a582101	0802a	SP-SS-C	Igneous : Extrusive : Submarine	518.51	Basalt	pillow : glassy margin
This study	Leg 130	803	Hole= 803d - Core= 69 - Section= 3 - cm= 68	0803d693068	0803d	SP-SS-C	Igneous : Extrusive : Submarine	635.08	Basalt	pillow : glassy margin
This study	Leg 130	803	Hole= 803d - Core= 69 - Section= 3 - cm= 113	0803d693113	0803d	SP-SS-C	Igneous : Extrusive : Submarine	635.53	Basalt	pillow : glassy margin
This study	Leg 130	803	Hole= 803d - Core= 70 - Section= 2 - cm= 120	0803d702120	0803d	SP-SS-C	Igneous : Extrusive : Submarine	1341.1	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 74 - Section= 2 - cm= 27	0807c742027	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1377.17	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 74 - Section= 2 - cm= 89	0807c742089	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1377.79	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 74 - Section= 2 - cm= 91	0807c742091	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1377.81	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 74 - Section= 2 - cm= 97	0807c742097	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1377.87	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 75 - Section= 1 - cm= 27	0807c751027	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1385.47	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 75 - Section= 2 - cm= 4	0807c752004	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1386.74	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 75 - Section= 2 - cm= 32	0807c752032	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1387.02	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 75 - Section= 2 - cm= 39	0807c752039	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1387.09	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 75 - Section= 2 - cm= 66	0807c752066	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1387.36	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 75 - Section= 2 - cm= 72	0807c752072	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1387.42	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 75 - Section= 4 - cm= 96	0807c754096	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1390.66	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 77 - Section= 1 - cm= 34	0807c771034	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1404.84	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 77 - Section= 1 - cm= 35	0807c771035	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1404.85	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 77 - Section= 1 - cm= 37	0807c771037	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1404.87	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 77 - Section= 2 - cm= 34	0807c772034	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1406.34	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 77 - Section= 2 - cm= 114	0807c772114	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1407.14	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 77 - Section= 8 - cm= 42	0807c77x042	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1415.42	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 78 - Section= 1 - cm= 34	0807c781034	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1409.84	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 79 - Section= 1 - cm= 58	0807c791058	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1415.08	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 79 - Section= 2 - cm= 119	0807c792119	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1417.19	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 79 - Section= 2 - cm= 143	0807c792143	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1417.43	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 79 - Section= 4 - cm= 27	0807c794027	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1419.27	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 79 - Section= 8 - cm= 26	0807c79x026	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1425.26	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 82 - Section= 5 - cm= 15	0807c825015	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1444.35	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 85 - Section= 7 - cm= 130	0807c857130	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1475.9	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 86 - Section= 1 - cm= 105	0807c861105	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1476.35	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 86 - Section= 2 - cm= 6	0807c862006	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1476.86	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 86 - Section= 2 - cm= 74	0807c862074	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1477.54	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 86 - Section= 8 - cm= 91	0807c86x091	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1486.71	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 87 - Section= 1 - cm= 48	0807c871048	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1485.48	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 87 - Section= 1 - cm= 73	0807c871073	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1485.73	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 87 - Section= 2 - cm= 91	0807c872091	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1487.41	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 88 - Section= 1 - cm= 57	0807c881057	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1495.27	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 89 - Section= 2 - cm= 147	0807c892147	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1505.97	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 89 - Section= 2 - cm= 148	0807c892148	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1505.98	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 90 - Section= 3 - cm= 94	0807c903094	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1513.04	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 90 - Section= 4 - cm= 41	0807c904041	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1514.01	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 90 - Section= x - cm= 93	0807c90x093	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1520.53	Basalt	pillow : glassy margin
This study	Leg 130	807	Hole= 807c - Core= 92 - Section= 1 - cm= 120	0807c921120	0807c	SP-SS-C	Igneous : Extrusive : Submarine	1518	Basalt	pillow : glassy margin
This study	Leg 134	833	Hole= 833b - Core= 81 - Section= 2 - cm= 86	0833b812086	0833b	SP-SS-C	Igneous : Extrusive : Submarine	830.36	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 14 - Section= 1 - cm= 32	0834b141032	0834b	SP-SS-C	Igneous : Extrusive : Submarine	166.02	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 15 - Section= 1 - cm= 5	0834b151005	0834b	SP-SS-C	Igneous : Extrusive : Submarine	175.45	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 15 - Section= 2 - cm= 56	0834b152056	0834b	SP-SS-C	Igneous : Extrusive : Submarine	177.46	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 16 - Section= 1 - cm= 47	0834b161047	0834b	SP-SS-C	Igneous : Extrusive : Submarine	185.47	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 16 - Section= 2 - cm= 22	0834b162022	0834b	SP-SS-C	Igneous : Extrusive : Submarine	186.72	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 18 - Section= 1 - cm= 3	0834b181003	0834b	SP-SS-C	Igneous : Extrusive : Submarine	204.03	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 18 - Section= 1 - cm= 20	0834b181020	0834b	SP-SS-C	Igneous : Extrusive : Submarine	204.2	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 18 - Section= 1 - cm= 62	0834b181062	0834b	SP-SS-C	Igneous : Extrusive : Submarine	204.62	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 20 - Section= 1 - cm= 41	0834b201041	0834b	SP-SS-C	Igneous : Extrusive : Submarine	214.01	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 26 - Section= 1 - cm= 36	0834b261036	0834b	SP-SS-C	Igneous : Extrusive : Submarine	242.96	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 31 - Section= 2 - cm= 47	0834b312047	0834b	SP-SS-C	Igneous : Extrusive : Submarine	268.87	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 33 - Section= 1 - cm= 3	0834b331003	0834b	SP-SS-C	Igneous : Extrusive : Submarine	281.23	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 35 - Section= 1 - cm= 3	0834b351003	0834b	SP-SS-C	Igneous : Extrusive : Submarine	290.83	Basalt	pillow : glassy margin
This study	Leg 135	834	Hole= 834b - Core= 36 - Section= 1 - cm= 10	0834b361010	0834b	SP-SS-C	Igneous : Extrusive : Submarine	300.6	Basalt	pillow : glassy margin
This study	Leg 135	835	Hole= 835b - Core= 4 - Section= 1 - cm= 83	0835b041083	0835b	SP-SS-C	Igneous : Extrusive : Submarine	164.83	Basalt	pillow : glassy margin
This study	Leg 135	836	Hole= 836a - Core= 3 - Section= 2 - cm= 3	0836a032003	0836a	SP-SS-C	Igneous : Extrusive : Submarine	12.23	Basalt	pillow : glassy margin
This study	Leg 135	836	Hole= 836a - Core= 3 - Section= 7 - cm= 41	0836a037041	0836a	SP-SS-C	Igneous : Extrusive : Submarine	20.11	Basalt	pillow : glassy margin
This study	Leg 135	836	Hole= 836a - Core= 3 - Section= 7 - cm= 55	0836a037055	0836a	SP-SS-C	Igneous : Extrusive : Submarine	20.25	Basalt	pillow : glassy margin
This study	Leg 135	836	Hole= 836a - Core= 3 - Section= 7 - cm= 73	0836a037073	0836a	SP-SS-C	Igneous : Extrusive : Submarine	20.43	Basalt	pillow : glassy margin
This study	Leg 135	836	Hole= 836a - Core= 4 - Section= c - cm= 3	0836a04c003	0836a	SP-SS-C	Igneous : Extrusive : Submarine	30.73	Basalt	pillow : glassy margin
This study	Leg 135	836	Hole= 836a - Core= 4 - Section= x - cm= 3	0836a04x003	0836a	SP-SS-C	Igneous : Extrusive : Submarine	30.73	Basalt	pillow : glassy margin
This study	Leg 135	836	Hole= 836b - Core= 9 - Section= 1 - cm= 100	0836b091100	0836b	SP-SS-C	Igneous : Extrusive : Submarine	36.2	Basalt	pillow : glassy margin
This study	Leg 136	843	Hole= 843a - Core= 2 - Section= 2 - cm= 42	0843a022042	0843a	SP-SS-C	Igneous : Extrusive : Submarine	222.92	Basalt	pillow : glassy margin
This study	Leg 141	862	Hole= 862a - Core= 3 - Section= 1 - cm= 11	0862a031011	0862a	SP-SS-C	Igneous : Extrusive : Submarine	15.01	Basalt	pillow : glassy margin
This study	Leg 141	862	Hole= 862a - Core= 3 - Section= 1 - cm= 98	0862a031098	0862a	SP-SS-C	Igneous : Extrusive : Submarine	15.88	Basalt	pillow : glassy margin
This study	Leg 141	862	Hole= 862b - Core= 3 - Section= 1 - cm= 11	0862b031011	0862b	SP-SS-C	Igneous : Extrusive : Submarine	15.01	Basalt	pillow : glassy margin
This study	Leg 142	864	Hole= 864a - Core= 1 - Section= 2 - cm= 15	0864a012015	0864a	SP-SS-C	Igneous : Extrusive : Submarine	1.65	Basalt	pillow : glassy margin
This study	Leg 142	864	Hole= 864a - Core= 1 - Section= 2 - cm= 50	0864a012050	0864a	SP-SS-C	Igneous : Extrusive : Submarine	2	Basalt	pillow : glassy margin
This study	Leg 142	864	Hole= 864a - Core= 1 - Section= 3 - cm= 15	0864a013015	0864a	SP-SS-C	Igneous : Extrusive : Submarine	3.15	Basalt	pillow : glassy margin
This study	Leg 142	864	Hole= 864a - Core= 1 - Section= 3 - cm= 48	0864a013048	0864a	SP-SS-C	Igneous : Extrusive : Submarine	3.48	Basalt	pillow : glassy margin
This study	Leg 142	864	Hole= 864a - Core= 1 - Section= 5 - cm= 15	0864a015015	0864a	SP-SS-C	Igneous : Extrusive : Submarine	6.15	Basalt	pillow : glassy margin
This study	Leg 142	864	Hole= 864a - Core= 1 - Section= 5 - cm= 128	0864a015128	0864a	SP-SS-C	Igneous : Extrusive : Submarine	7.28	Basalt	pillow : glassy margin
This study	Leg 142	864	Hole= 864a - Core= 1 - Section= 6 - cm= 30	0864a016030	0864a	SP-SS-C	Igneous : Extrusive : Submarine	7.8	Basalt	pillow : glassy margin
This study	Leg 142	864	Hole= 864a - Core= 1 - Section= 6 - cm= 143	0864a016143	0864a	SP-SS-C	Igneous : Extrusive : Submarine	8.93	Basalt	pillow : glassy margin
This study	Leg 151	907	Hole= 907a - Core= 25 - Section= 1 - cm= 28	0907a251028	0907a	SP-SS-C	Igneous : Extrusive : Submarine	217.58	Basalt	pillow : glassy margin
This study	Leg 151	907	Hole= 907a - Core= 25 - Section= 2 - cm= 49	0907a252049	0907a	SP-SS-C	Igneous : Extrusive : Submarine	219.29	Basalt	pillow : glassy margin
This study	Leg 151	907	Hole= 907a - Core= 25 - Section= 4 - cm= 49	0907a254049	0907a	SP-SS-C	Igneous : Extrusive : Submarine	222.29	Basalt	pillow : glassy margin
This study	Leg 151	907	Hole= 907a - Core= 26 - Section= 1 - cm= 53	0907a261053	0907a	SP-SS-C	Igneous : Extrusive : Submarine	221.53	Basalt	pillow : glassy margin
This study	Leg 151	907	Hole= 907a - Core= 26 - Section= 1 - cm= 139	0907a261139	0907a	SP-SS-C	Igneous : Extrusive : Submarine	222.39	Basalt	pillow : glassy margin
This study	Leg 151	907	Hole= 907a - Core= 26 - Section= 1 - cm= 143	0907a261143	0907a	SP-SS-C	Igneous : Extrusive : Submarine	222.43	Basalt	pillow : glassy margin
This study	Leg 151	907	Hole= 907a - Core= 26 - Section= 2 - cm= 14	0907a262014	0907a	SP-SS-C	Igneous : Extrusive : Submarine	222.64	Basalt	pillow : glassy margin
This study	Leg 151	907	Hole= 907a - Core= 26 - Section= 2 - cm= 19	0907a262019	0907a	SP-SS-C	Igneous : Extrusive : Submarine	222.69	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 53 - Section= 5 - cm= 2	1001a535002	1001a	SP-SS-C	Igneous : Extrusive : Submarine	493.32	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 54 - Section= 1 - cm= 73	1001a541073	1001a	SP-SS-C	Igneous : Extrusive : Submarine	494.73	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 54 - Section= 1 - cm= 77	1001a541077	1001a	SP-SS-C	Igneous : Extrusive : Submarine	494.77	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 55 - Section= 1 - cm= 111	1001a551111	1001a	SP-SS-C	Igneous : Extrusive : Submarine	504.71	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 55 - Section= 1 - cm= 147	1001a551147	1001a	SP-SS-C	Igneous : Extrusive : Submarine	505.07	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 55 - Section= 2 - cm= 23	1001a552023	1001a	SP-SS-C	Igneous : Extrusive : Submarine	505.33	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 55 - Section= 3 - cm= 15	1001a553015	1001a	SP-SS-C	Igneous : Extrusive : Submarine	506.75	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 56 - Section= 1 - cm= 16	1001a561016	1001a	SP-SS-C	Igneous : Extrusive : Submarine	513.36	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 56 - Section= 1 - cm= 48	1001a561048	1001a	SP-SS-C	Igneous : Extrusive : Submarine	513.68	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 56 - Section= 1 - cm= 143	1001a561143	1001a	SP-SS-C	Igneous : Extrusive : Submarine	514.63	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 56 - Section= 2 - cm= 26	1001a562026	1001a	SP-SS-C	Igneous : Extrusive : Submarine	514.96	Basalt	pillow : glassy margin
This study	Leg 165	1001	Hole= 1001a - Core= 56 - Section= 2 - cm= 34	1001a562034	1001a	SP-SS-C	Igneous : Extrusive : Submarine	515.04	Basalt	pillow : glassy margin
