tab 	er_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_alternatives	er_specimen_name	magic_method_codes	specimen_class	specimen_core_depth	specimen_lithology	specimen_type	specimen_volume	specimen_weight
This study	DSDP Site 522	32-1-135	32-1-135	580	32-1-135	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.15	Not Specified	Sediment Layer	0.000001	0.001074
This study	DSDP Site 522	32-1-138	32-1-138	581	32-1-138	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.18	Not Specified	Sediment Layer	0.000001	0.00133
This study	DSDP Site 522	32-1-143	32-1-143	582	32-1-143	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.23	Not Specified	Sediment Layer	0.000001	0.001336
This study	DSDP Site 522	32-1-146	32-1-146	583	32-1-146	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.26	Not Specified	Sediment Layer	0.000001	0.001187
This study	DSDP Site 522	32-1-149	32-1-149	584	32-1-149	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.29	Not Specified	Sediment Layer	0.000001	0.001562
This study	DSDP Site 522	32-2-007	32-2-007	585	32-2-007	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.37	Not Specified	Sediment Layer	0.000001	0.001329
This study	DSDP Site 522	32-2-010	32-2-010	586	32-2-010	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.4	Not Specified	Sediment Layer	0.000001	0.001416
This study	DSDP Site 522	32-2-013	32-2-013	587	32-2-013	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.43	Not Specified	Sediment Layer	0.000001	0.001464
This study	DSDP Site 522	32-2-016	32-2-016	588	32-2-016	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.46	Not Specified	Sediment Layer	0.000001	0.001458
This study	DSDP Site 522	32-2-018	32-2-018	589	32-2-018	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.48	Not Specified	Sediment Layer	0.000001	0.001514
This study	DSDP Site 522	32-2-022	32-2-022	590	32-2-022	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.52	Not Specified	Sediment Layer	0.000001	0.001488
This study	DSDP Site 522	32-2-025	32-2-025	591	32-2-025	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.55	Not Specified	Sediment Layer	0.000001	0.001465
This study	DSDP Site 522	32-2-028	32-2-028	592	32-2-028	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.58	Not Specified	Sediment Layer	0.000001	0.001231
This study	DSDP Site 522	32-2-032	32-2-032	593	32-2-032	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.62	Not Specified	Sediment Layer	0.000001	0.001544
This study	DSDP Site 522	32-2-036	32-2-036	594	32-2-036	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.66	Not Specified	Sediment Layer	0.000001	0.00163
This study	DSDP Site 522	32-2-039	32-2-039	595	32-2-039	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.69	Not Specified	Sediment Layer	0.000001	0.001362
This study	DSDP Site 522	32-2-042	32-2-042	596	32-2-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.72	Not Specified	Sediment Layer	0.000001	0.001574
This study	DSDP Site 522	32-2-046	32-2-046	597	32-2-046	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.76	Not Specified	Sediment Layer	0.000001	0.001497
This study	DSDP Site 522	32-2-049	32-2-049	598	32-2-049	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.79	Not Specified	Sediment Layer	0.000001	0.001332
This study	DSDP Site 522	32-2-053	32-2-053	599	32-2-053	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.83	Not Specified	Sediment Layer	0.000001	0.001291
This study	DSDP Site 522	32-2-056	32-2-056	600	32-2-056	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.86	Not Specified	Sediment Layer	0.000001	0.001701
This study	DSDP Site 522	32-2-059	32-2-059	601	32-2-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.89	Not Specified	Sediment Layer	0.000001	0.001481
This study	DSDP Site 522	32-2-063	32-2-063	602	32-2-063	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.93	Not Specified	Sediment Layer	0.000001	0.001542
This study	DSDP Site 522	32-2-067	32-2-067	603	32-2-067	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	123.97	Not Specified	Sediment Layer	0.000001	0.001752
This study	DSDP Site 522	32-2-070	32-2-070	604	32-2-070	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124	Not Specified	Sediment Layer	0.000001	0.00177
This study	DSDP Site 522	32-2-073	32-2-073	605	32-2-073	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.03	Not Specified	Sediment Layer	0.000001	0.00111
This study	DSDP Site 522	32-2-076	32-2-076	606	32-2-076	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.06	Not Specified	Sediment Layer	0.000001	0.001636
This study	DSDP Site 522	32-2-080	32-2-080	607	32-2-080	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.1	Not Specified	Sediment Layer	0.000001	0.001644
This study	DSDP Site 522	32-2-082	32-2-082	608	32-2-082	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.12	Not Specified	Sediment Layer	0.000001	0.001532
This study	DSDP Site 522	32-2-086	32-2-086	609	32-2-086	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.16	Not Specified	Sediment Layer	0.000001	0.001637
This study	DSDP Site 522	32-2-090	32-2-090	610	32-2-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.2	Not Specified	Sediment Layer	0.000001	0.001306
This study	DSDP Site 522	32-2-093	32-2-093	611	32-2-093	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.23	Not Specified	Sediment Layer	0.000001	0.001613
This study	DSDP Site 522	32-2-096	32-2-096	612	32-2-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.26	Not Specified	Sediment Layer	0.000001	0.001631
This study	DSDP Site 522	32-2-099	32-2-099	613	32-2-099	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.29	Not Specified	Sediment Layer	0.000001	0.0016
This study	DSDP Site 522	32-2-103	32-2-103	614	32-2-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.33	Not Specified	Sediment Layer	0.000001	0.001523
This study	DSDP Site 522	32-2-107	32-2-107	615	32-2-107	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.37	Not Specified	Sediment Layer	0.000001	0.001493
This study	DSDP Site 522	32-2-113	32-2-113	617	32-2-113	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.43	Not Specified	Sediment Layer	0.000001	0.001571
This study	DSDP Site 522	32-2-116	32-2-116	618	32-2-116	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.46	Not Specified	Sediment Layer	0.000001	0.000832
This study	DSDP Site 522	32-2-119	32-2-119	619	32-2-119	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.49	Not Specified	Sediment Layer	0.000001	0.001612
This study	DSDP Site 522	32-2-123	32-2-123	620	32-2-123	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.53	Not Specified	Sediment Layer	0.000001	0.001486
This study	DSDP Site 522	32-2-126	32-2-126	621	32-2-126	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.56	Not Specified	Sediment Layer	0.000001	0.001511
This study	DSDP Site 522	32-2-130	32-2-130	622	32-2-130	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.6	Not Specified	Sediment Layer	0.000001	0.00118
This study	DSDP Site 522	32-2-134	32-2-134	623	32-2-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.64	Not Specified	Sediment Layer	0.000001	0.000973
This study	DSDP Site 522	32-2-137	32-2-137	624	32-2-137	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.67	Not Specified	Sediment Layer	0.000001	0.001259
This study	DSDP Site 522	32-2-141	32-2-141	625	32-2-141	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.71	Not Specified	Sediment Layer	0.000001	0.001205
This study	DSDP Site 522	32-2-144	32-2-144	626	32-2-144	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.74	Not Specified	Sediment Layer	0.000001	0.001125
This study	DSDP Site 522	32-2-147	32-2-147	627	32-2-147	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.77	Not Specified	Sediment Layer	0.000001	0.001246
This study	DSDP Site 522	32-2-150	32-2-150	628	32-2-150	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.8	Not Specified	Sediment Layer	0.000001	0.001632
This study	DSDP Site 522	32-3-004	32-3-004	629	32-3-004	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.84	Not Specified	Sediment Layer	0.000001	0.001504
This study	DSDP Site 522	32-3-006	32-3-006	630	32-3-006	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.86	Not Specified	Sediment Layer	0.000001	0.00137
This study	DSDP Site 522	32-3-009	32-3-009	631	32-3-009	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.89	Not Specified	Sediment Layer	0.000001	0.001535
This study	DSDP Site 522	32-3-013	32-3-013	632	32-3-013	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.93	Not Specified	Sediment Layer	0.000001	0.001521
This study	DSDP Site 522	32-3-016	32-3-016	633	32-3-016	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	124.96	Not Specified	Sediment Layer	0.000001	0.001299
This study	DSDP Site 522	32-3-020	32-3-020	634	32-3-020	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125	Not Specified	Sediment Layer	0.000001	0.001534
This study	DSDP Site 522	32-3-023	32-3-023	635	32-3-023	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.03	Not Specified	Sediment Layer	0.000001	0.001532
This study	DSDP Site 522	32-3-026	32-3-026	636	32-3-026	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.06	Not Specified	Sediment Layer	0.000001	0.001517
This study	DSDP Site 522	32-3-029	32-3-029	642	32-3-029	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.09	Not Specified	Sediment Layer	0.000001	0.001408
This study	DSDP Site 522	32-3-033	32-3-033	637	32-3-033	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.13	Not Specified	Sediment Layer	0.000001	0.001445
This study	DSDP Site 522	32-3-036	32-3-036	638	32-3-036	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.16	Not Specified	Sediment Layer	0.000001	0.001504
This study	DSDP Site 522	32-3-039	32-3-039	639	32-3-039	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.19	Not Specified	Sediment Layer	0.000001	0.001438
This study	DSDP Site 522	32-3-043	32-3-043	640	32-3-043	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.23	Not Specified	Sediment Layer	0.000001	0.001829
This study	DSDP Site 522	32-3-049	32-3-049	643	32-3-049	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.29	Not Specified	Sediment Layer	0.000001	0.001377
This study	DSDP Site 522	32-3-052	32-3-052	644	32-3-052	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.32	Not Specified	Sediment Layer	0.000001	0.001421
This study	DSDP Site 522	32-3-055	32-3-055	645	32-3-055	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.35	Not Specified	Sediment Layer	0.000001	0.001825
This study	DSDP Site 522	32-3-058	32-3-058	646	32-3-058	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.38	Not Specified	Sediment Layer	0.000001	0.0016
This study	DSDP Site 522	32-3-063	32-3-063	647	32-3-063	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.43	Not Specified	Sediment Layer	0.000001	0.000766
This study	DSDP Site 522	32-3-067	32-3-067	648	32-3-067	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.47	Not Specified	Sediment Layer	0.000001	0.001777
This study	DSDP Site 522	32-3-070	32-3-070	649	32-3-070	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.5	Not Specified	Sediment Layer	0.000001	0.001682
This study	DSDP Site 522	32-3-074	32-3-074	650	32-3-074	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.54	Not Specified	Sediment Layer	0.000001	0.001717
This study	DSDP Site 522	32-3-078	32-3-078	651	32-3-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.58	Not Specified	Sediment Layer	0.000001	0.001682
This study	DSDP Site 522	32-3-081	32-3-081	652	32-3-081	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.61	Not Specified	Sediment Layer	0.000001	0.001777
This study	DSDP Site 522	32-3-084	32-3-084	653	32-3-084	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.64	Not Specified	Sediment Layer	0.000001	0.00141
This study	DSDP Site 522	32-3-087	32-3-087	654	32-3-087	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.67	Not Specified	Sediment Layer	0.000001	0.001295
This study	DSDP Site 522	32-3-090	32-3-090	655	32-3-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.7	Not Specified	Sediment Layer	0.000001	0.00149
This study	DSDP Site 522	32-3-093	32-3-093	656	32-3-093	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.73	Not Specified	Sediment Layer	0.000001	0.001607
This study	DSDP Site 522	32-3-096	32-3-096	657	32-3-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.76	Not Specified	Sediment Layer	0.000001	0.001832
This study	DSDP Site 522	32-3-099	32-3-099	658	32-3-099	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.79	Not Specified	Sediment Layer	0.000001	0.001758
This study	DSDP Site 522	32-3-103	32-3-103	659	32-3-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.83	Not Specified	Sediment Layer	0.000001	0.001403
This study	DSDP Site 522	32-3-106	32-3-106	660	32-3-106	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.86	Not Specified	Sediment Layer	0.000001	0.00166
This study	DSDP Site 522	32-3-109	32-3-109	661	32-3-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.89	Not Specified	Sediment Layer	0.000001	0.001766
This study	DSDP Site 522	32-3-112	32-3-112	662	32-3-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.92	Not Specified	Sediment Layer	0.000001	0.001814
This study	DSDP Site 522	32-3-115	32-3-115	663	32-3-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.95	Not Specified	Sediment Layer	0.000001	0.001412
This study	DSDP Site 522	32-3-118	32-3-118	664	32-3-118	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	125.98	Not Specified	Sediment Layer	0.000001	0.001609
This study	DSDP Site 522	32-3-122	32-3-122	665	32-3-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.02	Not Specified	Sediment Layer	0.000001	0.001336
This study	DSDP Site 522	32-3-124	32-3-124	666	32-3-124	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.04	Not Specified	Sediment Layer	0.000001	0.001597
This study	DSDP Site 522	32-3-128	32-3-128	667	32-3-128	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.08	Not Specified	Sediment Layer	0.000001	0.001603
This study	DSDP Site 522	32-3-131	32-3-131	668	32-3-131	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.11	Not Specified	Sediment Layer	0.000001	0.001691
This study	DSDP Site 522	32-3-134	32-3-134	669	32-3-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.14	Not Specified	Sediment Layer	0.000001	0.001529
This study	DSDP Site 522	33-1-012	33-1-012	509	33-1-012	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.32	Not Specified	Sediment Layer	0.000001	0.000797
This study	DSDP Site 522	33-1-015	33-1-015	510	33-1-015	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.35	Not Specified	Sediment Layer	0.000001	0.00123
This study	DSDP Site 522	33-1-021	33-1-021	511	33-1-021	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.41	Not Specified	Sediment Layer	0.000001	0.001114
This study	DSDP Site 522	33-1-027	33-1-027	512	33-1-027	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.47	Not Specified	Sediment Layer	0.000001	0.001363
This study	DSDP Site 522	33-1-030	33-1-030	513	33-1-030	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.5	Not Specified	Sediment Layer	0.000001	0.000701
This study	DSDP Site 522	33-1-033	33-1-033	514	33-1-033	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.53	Not Specified	Sediment Layer	0.000001	0.001625
This study	DSDP Site 522	33-1-038	33-1-038	515	33-1-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.58	Not Specified	Sediment Layer	0.000001	0.001089
This study	DSDP Site 522	33-1-042	33-1-042	516	33-1-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.62	Not Specified	Sediment Layer	0.000001	0.001185
This study	DSDP Site 522	33-1-044	33-1-044	517	33-1-044	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.64	Not Specified	Sediment Layer	0.000001	0.001282
This study	DSDP Site 522	33-1-047	33-1-047	518	33-1-047	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.67	Not Specified	Sediment Layer	0.000001	0.001374
This study	DSDP Site 522	33-1-050	33-1-050	519	33-1-050	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.7	Not Specified	Sediment Layer	0.000001	0.001098
This study	DSDP Site 522	33-1-053	33-1-053	520	33-1-053	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.73	Not Specified	Sediment Layer	0.000001	0.000875
This study	DSDP Site 522	33-1-057	33-1-057	521	33-1-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.77	Not Specified	Sediment Layer	0.000001	0.001411
This study	DSDP Site 522	33-1-062	33-1-062	522	33-1-062	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.82	Not Specified	Sediment Layer	0.000001	0.001521
This study	DSDP Site 522	33-1-068	33-1-068	523	33-1-068	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.88	Not Specified	Sediment Layer	0.000001	0.001435
This study	DSDP Site 522	33-1-071	33-1-071	524	33-1-071	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.91	Not Specified	Sediment Layer	0.000001	0.000955
This study	DSDP Site 522	33-1-074	33-1-074	525	33-1-074	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.94	Not Specified	Sediment Layer	0.000001	0.000784
This study	DSDP Site 522	33-1-078	33-1-078	526	33-1-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	126.98	Not Specified	Sediment Layer	0.000001	0.001334
This study	DSDP Site 522	33-1-083	33-1-083	527	33-1-083	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.03	Not Specified	Sediment Layer	0.000001	0.001521
This study	DSDP Site 522	33-1-088	33-1-088	528	33-1-088	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.08	Not Specified	Sediment Layer	0.000001	0.001622
This study	DSDP Site 522	33-1-091	33-1-091	529	33-1-091	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.11	Not Specified	Sediment Layer	0.000001	0.001344
This study	DSDP Site 522	33-1-094	33-1-094	530	33-1-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.14	Not Specified	Sediment Layer	0.000001	0.001351
This study	DSDP Site 522	33-1-099	33-1-099	531	33-1-099	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.19	Not Specified	Sediment Layer	0.000001	0.001357
This study	DSDP Site 522	33-1-103	33-1-103	532	33-1-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.23	Not Specified	Sediment Layer	0.000001	0.001616
This study	DSDP Site 522	33-1-109	33-1-109	533	33-1-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.29	Not Specified	Sediment Layer	0.000001	0.001455
This study	DSDP Site 522	33-1-112	33-1-112	534	33-1-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.32	Not Specified	Sediment Layer	0.000001	0.00131
This study	DSDP Site 522	33-1-115	33-1-115	535	33-1-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.35	Not Specified	Sediment Layer	0.000001	0.00144
This study	DSDP Site 522	33-1-119	33-1-119	536	33-1-119	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.39	Not Specified	Sediment Layer	0.000001	0.00152
This study	DSDP Site 522	33-1-122	33-1-122	537	33-1-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.42	Not Specified	Sediment Layer	0.000001	0.001022
This study	DSDP Site 522	33-1-125	33-1-125	538	33-1-125	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.45	Not Specified	Sediment Layer	0.000001	0.001325
This study	DSDP Site 522	33-1-130	33-1-130	539	33-1-130	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.5	Not Specified	Sediment Layer	0.000001	0.001259
This study	DSDP Site 522	33-1-134	33-1-134	540	33-1-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.54	Not Specified	Sediment Layer	0.000001	0.00066
This study	DSDP Site 522	33-1-138	33-1-138	541	33-1-138	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.58	Not Specified	Sediment Layer	0.000001	0.00141
This study	DSDP Site 522	33-1-141	33-1-141	542	33-1-141	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.61	Not Specified	Sediment Layer	0.000001	0.001202
This study	DSDP Site 522	33-1-145	33-1-145	543	33-1-145	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.65	Not Specified	Sediment Layer	0.000001	0.001379
This study	DSDP Site 522	33-1-149	33-1-149	544	33-1-149	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.69	Not Specified	Sediment Layer	0.000001	0.001688
This study	DSDP Site 522	33-2-002	33-2-002	472	33-2-002	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.72	Not Specified	Sediment Layer	0.000001	0.001797
This study	DSDP Site 522	33-2-005	33-2-005	473	33-2-005	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.75	Not Specified	Sediment Layer	0.000001	0.001534
This study	DSDP Site 522	33-2-009	33-2-009	474	33-2-009	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.79	Not Specified	Sediment Layer	0.000001	0.001597
This study	DSDP Site 522	33-2-013	33-2-013	475	33-2-013	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.83	Not Specified	Sediment Layer	0.000001	0.001594
This study	DSDP Site 522	33-2-017	33-2-017	476	33-2-017	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.87	Not Specified	Sediment Layer	0.000001	0.001478
This study	DSDP Site 522	33-2-023	33-2-023	477	33-2-023	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.93	Not Specified	Sediment Layer	0.000001	0.001484
This study	DSDP Site 522	33-2-026	33-2-026	478	33-2-026	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	127.96	Not Specified	Sediment Layer	0.000001	0.001567
This study	DSDP Site 522	33-2-031	33-2-031	479	33-2-031	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.01	Not Specified	Sediment Layer	0.000001	0.001623
This study	DSDP Site 522	33-2-036	33-2-036	480	33-2-036	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.06	Not Specified	Sediment Layer	0.000001	0.001115
This study	DSDP Site 522	33-2-038	33-2-038	481	33-2-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.08	Not Specified	Sediment Layer	0.000001	0.0011
This study	DSDP Site 522	33-2-045	33-2-045	482	33-2-045	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.15	Not Specified	Sediment Layer	0.000001	0.001278
This study	DSDP Site 522	33-2-050	33-2-050	483	33-2-050	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.2	Not Specified	Sediment Layer	0.000001	0.001434
This study	DSDP Site 522	33-2-054	33-2-054	484	33-2-054	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.24	Not Specified	Sediment Layer	0.000001	0.001319
This study	DSDP Site 522	33-2-057	33-2-057	485	33-2-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.27	Not Specified	Sediment Layer	0.000001	0.001392
This study	DSDP Site 522	33-2-059	33-2-059	486	33-2-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.29	Not Specified	Sediment Layer	0.000001	0.001566
This study	DSDP Site 522	33-2-064	33-2-064	487	33-2-064	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.34	Not Specified	Sediment Layer	0.000001	0.001333
This study	DSDP Site 522	33-2-067	33-2-067	488	33-2-067	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.37	Not Specified	Sediment Layer	0.000001	0.001424
This study	DSDP Site 522	33-2-071	33-2-071	489	33-2-071	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.41	Not Specified	Sediment Layer	0.000001	0.001268
This study	DSDP Site 522	33-2-077	33-2-077	490	33-2-077	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.47	Not Specified	Sediment Layer	0.000001	0.001324
This study	DSDP Site 522	33-2-082	33-2-082	492	33-2-082	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.52	Not Specified	Sediment Layer	0.000001	0.001406
This study	DSDP Site 522	33-2-086	33-2-086	493	33-2-086	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.56	Not Specified	Sediment Layer	0.000001	0.001588
This study	DSDP Site 522	33-2-091	33-2-091	494	33-2-091	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.61	Not Specified	Sediment Layer	0.000001	0.001151
This study	DSDP Site 522	33-2-094	33-2-094	495	33-2-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	Sedimentary	128.64	Not Specified	Sediment Layer	0.000001	0.001396
