tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_class	sample_core_depth	sample_lat	sample_lithology	sample_lon	sample_type
This study	DSDP Site 522	26-3-060	26-3-060	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.2	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-063	26-3-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.23	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-065	26-3-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.25	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-068	26-3-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.28	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-072	26-3-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.31	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-075	26-3-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.34	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-078	26-3-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.37	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-080	26-3-080	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.4	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-084	26-3-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.43	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-086	26-3-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.46	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-090	26-3-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.49	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-093	26-3-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.52	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-096	26-3-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.55	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-099	26-3-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.58	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-101	26-3-101	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.61	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-105	26-3-105	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.64	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-108	26-3-108	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.67	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-110	26-3-110	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.7	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-114	26-3-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.73	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-117	26-3-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.76	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-120	26-3-120	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.79	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	26-3-122	26-3-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	99.82	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-023	27-1-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.03	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-027	27-1-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.07	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-030	27-1-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.1	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-033	27-1-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.13	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-036	27-1-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.16	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-039	27-1-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.19	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-041	27-1-041	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.21	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-046	27-1-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.26	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-050	27-1-050	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.3	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-053	27-1-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.33	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-056	27-1-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.36	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-059	27-1-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.39	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-062	27-1-062	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.42	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-065	27-1-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.45	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-068	27-1-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.48	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-073	27-1-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.53	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-076	27-1-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.56	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-079	27-1-079	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.59	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-083	27-1-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.63	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-086	27-1-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.66	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-089	27-1-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.69	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-093	27-1-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.73	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-096	27-1-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.76	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-100	27-1-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.8	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-106	27-1-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.86	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-107	27-1-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.87	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-109	27-1-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.89	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-113	27-1-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.93	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-117	27-1-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.97	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-119	27-1-119	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	100.99	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-123	27-1-123	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.03	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-127	27-1-127	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.07	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-129	27-1-129	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.09	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-133	27-1-133	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.13	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-139	27-1-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.19	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-141	27-1-141	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.21	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-144	27-1-144	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.24	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-1-149	27-1-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.29	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-006	27-2-006	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.36	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-010	27-2-010	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.4	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-012	27-2-012	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.42	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-015	27-2-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.45	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-021	27-2-021	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.51	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-024	27-2-024	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.54	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-027	27-2-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.57	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-030	27-2-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.6	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-033	27-2-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.63	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-036	27-2-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.66	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-042	27-2-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.72	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-045	27-2-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.75	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-048	27-2-048	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.78	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-051	27-2-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.81	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-055	27-2-055	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.85	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-059	27-2-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.89	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-065	27-2-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.95	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-068	27-2-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	101.98	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-071	27-2-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.01	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-074	27-2-074	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.04	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-078	27-2-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.08	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-082	27-2-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.12	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-085	27-2-085	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.15	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-089	27-2-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.19	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-094	27-2-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.24	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-100	27-2-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.3	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-103	27-2-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.33	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-106	27-2-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.36	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-109	27-2-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.39	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-112	27-2-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.42	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-115	27-2-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.45	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-118	27-2-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.48	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-122	27-2-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.52	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-125	27-2-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.55	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-128	27-2-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.58	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-132	27-2-132	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.62	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-135	27-2-135	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.65	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-139	27-2-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.69	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-142	27-2-142	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.72	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-145	27-2-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.75	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-2-149	27-2-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.79	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-017	27-3-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	102.97	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-024	27-3-024	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.03	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-026	27-3-026	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.06	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-031	27-3-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.1	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-034	27-3-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.14	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-038	27-3-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.17	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-042	27-3-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.21	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-046	27-3-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.26	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-050	27-3-050	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.29	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-053	27-3-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.32	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-056	27-3-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.35	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-059	27-3-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.39	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-062	27-3-062	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.42	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-065	27-3-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.45	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-068	27-3-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.48	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-072	27-3-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.52	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-075	27-3-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.55	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-081	27-3-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.61	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-084	27-3-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.64	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-087	27-3-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.67	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-090	27-3-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.7	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-094	27-3-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.74	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-097	27-3-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.77	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-100	27-3-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.8	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-103	27-3-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.83	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-106	27-3-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.86	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-109	27-3-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.89	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-112	27-3-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.92	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-115	27-3-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.95	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-118	27-3-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	103.98	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-121	27-3-121	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.01	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-125	27-3-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.05	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-128	27-3-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.08	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-131	27-3-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.11	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-134	27-3-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.14	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	27-3-139	27-3-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.19	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-025	28-1-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.45	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-030	28-1-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.5	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-033	28-1-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.53	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-038	28-1-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.58	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-042	28-1-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.62	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-045	28-1-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.65	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-051	28-1-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.71	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-054	28-1-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.74	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-060	28-1-060	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.8	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-063	28-1-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.83	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-066	28-1-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.86	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-069	28-1-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.89	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-072	28-1-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.92	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-075	28-1-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.95	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-078	28-1-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	104.98	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-081	28-1-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.01	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-084	28-1-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.04	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-087	28-1-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.07	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-090	28-1-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.1	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-094	28-1-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.14	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-097	28-1-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.17	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-100	28-1-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.2	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-103	28-1-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.23	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-106	28-1-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.26	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-109	28-1-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.29	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-112	28-1-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.32	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-115	28-1-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.35	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-118	28-1-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.38	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-122	28-1-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.42	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-125	28-1-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.45	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-128	28-1-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.48	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-131	28-1-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.51	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-134	28-1-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.54	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	28-1-137	28-1-137	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	105.57	-27	Not Specified	355	Sediment Layer
