tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_class	sample_core_depth	sample_lat	sample_lithology	sample_lon	sample_type
This study	DSDP Site 522	19-3-104	19-3-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	76.74	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	19-3-108	19-3-108	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	76.77	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	19-3-111	19-3-111	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	76.8	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	19-3-114	19-3-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	76.83	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	19-3-117	19-3-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	76.87	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-012	20-1-012	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.42	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-015	20-1-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.45	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-017	20-1-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.47	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-020	20-1-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.5	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-024	20-1-024	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.53	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-028	20-1-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.57	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-031	20-1-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.6	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-035	20-1-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.64	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-039	20-1-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.68	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-043	20-1-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.72	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-045	20-1-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.74	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-049	20-1-049	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.79	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-051	20-1-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.81	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-055	20-1-055	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.85	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-059	20-1-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.88	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-062	20-1-062	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.92	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-065	20-1-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.94	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-068	20-1-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	77.98	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-071	20-1-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.01	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-075	20-1-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.04	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-080	20-1-080	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.09	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-083	20-1-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.12	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-086	20-1-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.15	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-089	20-1-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.18	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-091	20-1-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.21	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-095	20-1-095	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.24	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-098	20-1-098	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.28	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-103	20-1-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.32	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-105	20-1-105	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.35	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-109	20-1-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.39	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-112	20-1-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.42	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-116	20-1-116	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.45	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-119	20-1-119	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.48	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-122	20-1-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.52	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-125	20-1-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.54	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-129	20-1-129	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.58	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-132	20-1-132	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.61	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-135	20-1-135	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.64	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-138	20-1-138	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.67	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-142	20-1-142	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.71	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-144	20-1-144	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.74	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-1-150	20-1-150	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.79	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-001	20-2-001	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.81	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-004	20-2-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.84	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-007	20-2-007	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.87	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-010	20-2-010	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.9	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-015	20-2-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.94	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-018	20-2-018	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	78.97	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-022	20-2-022	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.01	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-025	20-2-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.04	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-028	20-2-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.08	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-032	20-2-032	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.12	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-035	20-2-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.15	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-040	20-2-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.19	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-043	20-2-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.23	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-047	20-2-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.27	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-054	20-2-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.33	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-057	20-2-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.37	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-060	20-2-060	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.39	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-064	20-2-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.43	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-066	20-2-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.46	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-069	20-2-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.49	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-073	20-2-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.52	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-076	20-2-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.55	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-078	20-2-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.58	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-084	20-2-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.63	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-087	20-2-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.66	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-090	20-2-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.69	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-092	20-2-092	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.72	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-096	20-2-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.75	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-099	20-2-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.78	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-102	20-2-102	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.81	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-104	20-2-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.83	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-107	20-2-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.86	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-110	20-2-110	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.89	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-113	20-2-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.93	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	20-2-115	20-2-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	79.95	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-025	21-1-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.54	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-029	21-1-029	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.59	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-031	21-1-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.61	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-035	21-1-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.64	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-038	21-1-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.68	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-042	21-1-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.71	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-045	21-1-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.74	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-048	21-1-048	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.77	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-051	21-1-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.81	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-054	21-1-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.84	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-057	21-1-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.86	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-059	21-1-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.89	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-063	21-1-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.92	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-066	21-1-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.95	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-069	21-1-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	81.98	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-071	21-1-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.01	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-074	21-1-074	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.04	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-077	21-1-077	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.07	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-081	21-1-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.1	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-084	21-1-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.13	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-090	21-1-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.2	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-094	21-1-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.23	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-096	21-1-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.26	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-100	21-1-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.3	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-103	21-1-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.32	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-106	21-1-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.35	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-108	21-1-108	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.38	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-113	21-1-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.42	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-115	21-1-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.45	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-118	21-1-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.47	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-122	21-1-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.51	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-124	21-1-124	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.54	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-127	21-1-127	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.56	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-131	21-1-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.61	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-134	21-1-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.63	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-138	21-1-138	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.68	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-142	21-1-142	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.71	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-145	21-1-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.74	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-1-148	21-1-148	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.77	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-150	21-2-150	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.8	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-001	21-2-001	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.81	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-008	21-2-008	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.87	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-011	21-2-011	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.91	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-014	21-2-014	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.93	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-016	21-2-016	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	82.96	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-021	21-2-021	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-023	21-2-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.03	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-026	21-2-026	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.06	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-029	21-2-029	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.08	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-032	21-2-032	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.12	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-035	21-2-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.15	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-040	21-2-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.19	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-044	21-2-044	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.23	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-047	21-2-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.26	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-051	21-2-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.31	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-055	21-2-055	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.34	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-057	21-2-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.37	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-061	21-2-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.4	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-063	21-2-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.42	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-066	21-2-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.46	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-069	21-2-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.49	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-073	21-2-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.53	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-077	21-2-077	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.56	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-080	21-2-080	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.59	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-083	21-2-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.62	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-086	21-2-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.66	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-089	21-2-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.69	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-093	21-2-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.73	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-097	21-2-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.76	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-100	21-2-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.79	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-104	21-2-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.83	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-107	21-2-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.87	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-111	21-2-111	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.9	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-113	21-2-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.93	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-116	21-2-116	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	83.96	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-123	21-2-123	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.02	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-125	21-2-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.05	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-129	21-2-129	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.08	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-133	21-2-133	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.13	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-136	21-2-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.16	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-139	21-2-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.19	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-143	21-2-143	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.22	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-146	21-2-146	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.25	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-2-149	21-2-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.29	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-3-001	21-3-001	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.31	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-3-005	21-3-005	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.35	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-3-008	21-3-008	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.38	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-3-011	21-3-011	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.41	-27	Not Specified	355	Sediment Layer
This study	DSDP Site 522	21-3-015	21-3-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	Sedimentary	84.44	-27	Not Specified	355	Sediment Layer
